647042826178535424***,***No hay periodista mas rica y tierna y aaaah todo me encanta @mxperez te amo &lt;3
355373908028956673***,***@Pulento_Diablo @La_Miss_R @humanistajc @Silvana_FGB @pulentavirgen @PulentoDios @elterribledios de dia?
355371167546216448***,***@La_Miss_R @humanistajc @Pulento_Diablo @Silvana_FGB @pulentavirgen @PulentoDios @elterribledios ola k asen?
355289497874886656***,***@tv_mauricio @transantiago @Carabdechile @UOCT_RM @UOCT_Valpo @UOCT_Concepcion http://t.co/X5iMWDZ9zY
355192000582131712***,***Hijos pecar es humano perdonar y webiar es divino
355191301421010945***,***@Nyan_Minako vivo en Nunoa asi q difundire
355191218772250625***,***RT @Nyan_Minako: @Pulento_Dios Se buscan perros robados desde su casa en Nunoa el 5 de julio.Difundir el afiche por favor! RT Gracias! http…
355190835777769474***,***@PulentoDios jajajajajajajaj oye @Pulento_Dios http://t.co/CGaAJMPjeN
355104693246099456***,***@Pulento_Dios @Silvana_FGB @pulentavirgen @PulentoDios @Silvana_FGB @pulentavirgen @eltodopulento @humanistajc @PulentoJudas
355104428820426752***,***Saaaapbeeeeeee q yo seeeeeeep http://t.co/NkgN4Rz86x
354994541754978304***,***Deja de decir "yo deseo" y empieza a decir "lo voy a hacer
354809986217545730***,***RT @_PorQueTanLoco: CONTACTO CULIANDOSE A TODAS LAS MARCAS EN 3...2...1#CONTACTO
354809964415553537***,***RT @_PorQueTanLoco: #‎CONTACTO MANANA LOS SUPERMERCADOS LLENITOS CON TANTA GENTE WEONA
354746346479173632***,***Por fin alguien me entiende sigan a #accionantipoetica @Antipoetica amen.
354598113274626049***,***@Pulento_Diablo @PulentoJudas @Poke_Monica @La_Miss_R @Silvana_FGB @pulentavirgen @eltodopulento jajajajajaj
354461591317659649***,***RT @Pulento_Diablo: @La_Miss_R @Pulento_Dios @Poke_Monica @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento solo por hoy http://t.co/…
354410593186361344***,***@Poke_Monica @humanistajc @Pulento_Diablo @Silvana_FGB @La_Miss_R @PulentoJudas @pulentavirgen @eltodopulento siempre
354402610591182848***,***@Pulento_Diablo @Silvana_FGB @humanistajc @La_Miss_R @PulentoJudas @Poke_Monica @pulentavirgen @eltodopulento http://t.co/uO1vCJoX9U
354140900588392448***,***Hijos atentos: Volver con tu ex es como comprar un auto que ya fue tuyo. Viene con los mismos defectos y panas, pero con mas kilometraje.
354126493166735361***,***Humanos dia lunes a entrenar http://t.co/RSk0rozkGU
354037616678666241***,***@rorromanlactico @PulentoDios asi son algunos wnes
354022705282031616***,***@rorromanlactico @PulentoDios nondejes a la.mujerzuelas ni la xbox ;)
354004235920211968***,***@Cascabel_Sonico nonseay weon
353985003748720642***,***He dormidontodo el benditondia
353716895481995264***,***@rorromanlactico ??? No he bloqueado nunca nadie
353463131906928641***,***@PulentoJudas @Pulento_Diablo @Poke_Monica @La_Miss_R @Silvana_FGB @pulentavirgen @eltodopulento elquesapbe-sapbeeeee http://t.co/UMl6hjt9dd
353253982220713985***,***@aleobaid todo el rato
352984276876275715***,***@aleobaid jajajajaj secreto divino
352906836980137984***,***@aleobaid porq no
352877019350056960***,***@YoVotoCoalicion oye cambiale el.nombre ctm sinchile nones justo por eso nonvayba salir saco wea mentiroso cuadrado
352876252350259201***,***Una foto de mi ex http://t.co/Qn7qM9J8z9
352710683751747584***,***Hijos tener en cuemta que: No hay sexo incorrecto si hay amor en el.
352404787477757952***,***@Jobelains xd hoy hay vientos
352359958123253760***,***Que ganas de ver pronto a @Fr_parisi en los debates... que la gente abra los ojos y vote inteligente! :)
352357136350711808***,***@_gomita_ un saludo a pa maraca mas grande q creee
352356398572634113***,***@Guatonsalinas notable guataca....mequeda apretado y se me hace una #bativagina bendiciones hijo
352347294076637184***,***Los hombres no andamos peleando en los bares, si hay un problema lo solucionamos con un duelo pokemon.
352345951102435330***,***@agilaito seguro por vo.saco.wea me.privare de mi.gloria matutina
352292209116184576***,***RT @agilaito: Ya se puso a mear de nuevo ese culiao del @pulento_dios
352292197137260544***,***@agilaito algun problema.mono qliao
352291815350747136***,***@carlaperiodista no se vaaa no se vaaaaa jajaj
352291457387859968***,***RT @carito_garcia: Feliz con mi Pyme!! Sabia que el @Pulento_Dios me tenia que ayudar #dichosa :)
352291407316271104***,***Nunca se para de crecer, nunca se deja de morir.
352140645269377024***,***RT @Maryorie_8a: @Pulento_Dios  esta bien, alguien tenia que decirmelo jajajajaa
351988208411750402***,***SAPBEEEEE @Pulento_Diablo @La_Miss_R @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento @J3sucrist0 @Chistes_TED http://t.co/CfBQfndEbL
351986845292314624***,***@Maryorie_8a son soloo bromas amiga
351985484441980928***,***@Pulento_Diablo @La_Miss_R @Poke_Monica @Silvana_FGB @DonDatosCl @PulentoJudas a q te refieres con bloqueada?
351985405329018880***,***Ola k ase
351984955389255680***,***@Maryorie_8a por q eres mmuy fea
351984789739405312***,***@MimiMauch ;)
351923402539405313***,***@buenopaldiente @PipeeBarra el pulento siempre saaapbeeee
351923326115004416***,***RT @Tere_FK: @Pulento_Dios renovo su carnet???? http://t.co/6nkIyuKh5c
351771167079673858***,***Cursi yo?? CURSI YOOOOOOO?????... cursi el viento que acaricia tu cabello impregnandome con tu aroma y el dulce terciopelo...
351631804987478017***,***Q saen de chancletas nuevas http://t.co/ep3HCsDzYe
351629808037400576***,***Fui a la iglesia y me dijeron "ama a tu projimo como a ti mismo" pero tambien que odiara a los ateos, gays y libre pensadores, NO ENTIENDO.
351592864439996416***,***@luiscabrera_1 nop
351506463782469636***,***@luzperiodista libre albedrio pa gente elige a quien reclamarle por q se los caguen ;)
351506295494414336***,***@luzperiodista me.gusta la consuelo solo por eso ueria q saliera xd
351473756352413698***,***#Primarias2013 jajajjaa notable @Guatonsalinas y su #Cerbel
351178868536782848***,***@La_Miss_R @humanistajc @Silvana_FGB @Pulento_Diablo @Poke_Monica @DonDatosCl @DonDateador @PulentoJudas hijos se armo
350840614855778306***,***Querida: La policia ha hallado un cuerpo quemado con peluca y culodeforme, por favor responde este SMS para saber que estas bien!
350480761012490240***,***BUENASNOCHESPRINCESAS
350479818057453570***,***@Sfuentealbaa retuit en 6 meses porfa
350190295645818880***,***#YaoMing cuando quieras men http://t.co/85hmrJNaol
350187096104898560***,***Si necesitas preguntarle si te extrana, entonces no te extrana.
350186764897492992***,***#Mujeres : Usar tacones no es sexy si caminan como bambi recien nacido.
350186521309093891***,***Cada vez que me miras, miro a otra parte... Cada vez que miras a otra parte, te miro.
350184720195268609***,***RT @denissantiv: Ayudennos a encontrar esta perrita, por favor @DonAvisos @DonDatos @elterribledios @Pulento_Dios @DatosEtc RT plis http://…
350011975994048512***,***RT @Pulento_Diablo: Oye pasame eso, que esta ahi, encima del este ; )
350011855160356864***,***RT @humanistajc: @La_Miss_R @Silvana_FGB @Pulento_Diablo @Pulento_Dios @pulentavirgen @eltodopulento de seguro ya tendran oportunidad de br…
349975689434382339***,***RT @FrasesMoviesES: "Mantenga la cabeza en alto, algun dia habra felicidad de nuevo."  -Robin Hood
349967100607070208***,***La memoria no tiene fecha de vencimiento, simplemente hay cosas que nunca mas se recordaran.
349773820879577088***,***Elimina de tu vida todo aquello que te cause estres y te quite la sonrisa
349430401871265792***,***@don__sata_ @elisa_crocco q paso papurri tan feo te hize?
349300249447239680***,***@Pulento_Diablo @PulentoJudas @humanistajc @Silvana_FGB @La_Miss_R  @eltodopulento hize el poto pa cagar aunq perdono a las #PECAORAS no mas
349299599137177600***,***@humanistajc @La_Miss_R @Pulento_Diablo @Silvana_FGB @pulentavirgen @eltodopulento maria magdalena sapbeee y en 2013 anos de practicar
349297557249335296***,***@La_Miss_R @humanistajc @Pulento_Diablo @Silvana_FGB @pulentavirgen @eltodopulento ami no ensenaron aprendisolitonunca ta demas unabrujaroja
349296573282390017***,***@humanistajc @Pulento_Diablo @Silvana_FGB @La_Miss_R @pulentavirgen @eltodopulento en elntechondel monte de venus a la izquierda un pocitito
349296260265689089***,***RT @Pulento_Diablo: @Silvana_FGB @humanistajc @Pulento_Dios @La_Miss_R @pulentavirgen @eltodopulento http://t.co/Jofsj5xM0e
349255358721703936***,***Cuantos se edentifican aca http://t.co/TgI5ENH2Bu
349253102462959616***,***@La_Miss_R @Pulento_Diablo @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento la senal del puelento siempre contigo
349252852314681344***,***@don__sata_ jajajajaja ok a.esa no
348988036433985538***,***@humanistajc @La_Miss_R @Silvana_FGB @Pulento_Diablo @pulentavirgen @eltodopulento hablamiento privadas para q deja q toda la biblia las lea
348978268885614594***,***Un consejo el bimilenario .... Quedate con la que te provoque erecciones, y no enojos
348977021138907136***,***@don__sata_ ok le.mandare a sor Ruda sor Rita
348976706066976769***,***@Michi_kito jajajajajaja puro puro placer bi mas
348653027969888256***,***@La_Miss_R y eso q aun no me saco la.ropa xd
348543354985930752***,***@Zanithax no todo en la.vida puede ser pega
348537124636725248***,***Fantasilandia yujuuuuu http://t.co/cAs2hYwGBY
348352327612264449***,***Verte beber de mi piel cada gota de placer que producen en mi tus besos
348340932996907008***,***RT @Javiandreaaa: @Pulento_Dios jajajaja gracias por ese pituto, dios trabaja en el rubro de la mineria, creo que eso nadie lo sabia xd
348340920799875072***,***@Javiandreaaa de las construccion este ano egreso es una lata estarvaca en el paraiso tirandocelas siempre asi q baje un tiempo :)
348321100310134784***,***@Javiandreaaa cuandontermines de estudiar buscame en la mina el.teniente no te olvidare ;) pituto divino
348319896049967104***,***Tay finita http://t.co/smgzORWXls
348317935942643712***,***RT @Pily_Constanza: #BuenasNoches (:
348317400346808320***,***Las ninas bonitas NO son faciles. Sepanlo.
348317345200078849***,***@Javiandreaaa ser tan linda si es pecado. Pero te perdono :)
348316353024901121***,***@Javiandreaaa :)  gracias pero esas las.doy yo.no mas
348312793973407745***,***@Javiandreaaa bendiciones
348288257961906176***,***@La_Miss_R @Pulento_Diablo @PulentoJudas yo no he bloqueado a nadie si los sigo a todos po
348285745766735872***,***@Pulento_Diablo @La_Miss_R @PulentoJudas a quien quiere seguir
348285551218143233***,***@La_Miss_R @Pulento_Diablo @PulentoJudas asi es ni mas la.cosa :)
348284660297637888***,***@La_Miss_R @Pulento_Diablo @PulentoJudas todos los lados tiene sus cosas.lindas y malas
348278553076461568***,***@Pulento_Diablo @La_Miss_R @PulentoJudas jajajajajaja esa es la otra opcion sobretodo en tuss tierras q hace frio
348278252365807617***,***RT @Pulento_Diablo: @La_Miss_R @Pulento_Dios @PulentoJudas yaaaa, una wena sudoracion de pecho y chao dolors xD
348277558267224066***,***@La_Miss_R @PulentoJudas jajajajajajajajajaja si te vi
348277133908537344***,***@La_Miss_R @Pulento_Diablo @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento tay muy lejos #brujaroja
348276860985171968***,***@La_Miss_R bruja sexy de pelo rojo q pediste quede metido 9 fue un pedido al.@PulentoJudas ?
348276124888997888***,***@La_Miss_R @Pulento_Diablo @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento q pediste
348275985050902528***,***@La_Miss_R @humanistajc @Pulento_Diablo @Silvana_FGB @pulentavirgen @eltodopulento demas antes q mande el apocalipsis no juntanos xd
348274489018183682***,***@La_Miss_R @Pulento_Diablo @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento los pulentis debemos salir a Piononojojojiji
348274081591869440***,***@Pulento_Diablo @La_Miss_R @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento entonces 0a la semana buinence vamosna reventar la plaza
348272987302146048***,***@Pulento_Diablo @La_Miss_R @humanistajc @Silvana_FGB @pulentavirgen @eltodopulento veo mentiras verdaderas manana viajo al sur y los demas
348272804690542593***,***@Pulento_Diablo wenas perrin
348272716362678274***,***RT @Pulento_Diablo: @humanistajc @Pulento_Dios @Pulento_Diablo @PulentoJudas @Silvana_FGB @pulentavirgen @eltodopulento @PulentoDios http:/…
348241820167335937***,***@humanistajc @La_Miss_R @Pulento_Diablo @PulentoJudas @Silvana_FGB @pulentavirgen @eltodopulento xddd
348236844934242305***,***¿Por que la nina ciega tiro el cereal? -Porque su mama le dijo: "¡Si tiras el cereal vas a ver!
348233947978805249***,***@La_Miss_R @Pulento_Diablo @humanistajc @PulentoJudas @Silvana_FGB @pulentavirgen @eltodopulento jajajajajajajajajaja tirandoce palos xd
348001308898377730***,***RT @papelillodearro: @Pulento_Dios  toda la razon Pulento... cuanto sapbe
347963326472519680***,***Asi como una sonrisa enamora, una actitud decepciona
347961035661123584***,***RT @papelillodearro: "@Pulento_Dios: Casate con alguien que sepa cocinar. El amor se va con el tiempo, el hambre no"cuanto sabe
347961000886149120***,***@papelillodearro y con alguien con quien mutuamente nonse aburran de comversar eso tabn impirtara cuandonsean viejos ;) quien es el q sapbee
347929129309589504***,***Casate con alguien que sepa cocinar. El amor se va con el tiempo, el hambre no
347923022822391809***,***RT @don__sata_: @Pulento_Dios como esta alla arriba wn? aca abajo me siguen llegando politico, estoy aburrido!
347923005583814657***,***@don__sata_ don sata jajajajajaja tanti tiempo mmmm haganos algo te mando unas monjas y tu mandame unas stripers q dices
347865805255491585***,***RT @ErikCrii: @Pulento_Dios gracias pulento por seguirme :$
347865770669260802***,***RT @sylvanagonzalez: @Pulento_Dios contigo a mi lado todo lp puedoooo
347807671640027137***,***Si aun lo recuerdas pero ya no duele, entonces lo has superado. Felicidades, eres un gramo menos infeliz
347795525363441664***,***Hijos cuantos en paro?
347792888815558657***,***:) saaaaapbeee http://t.co/2aB3XMFDfu
347573523725811712***,***♪ La mano arriba, cintura sola, nadie te quiere… por PUTA Y ZORRA ♪
347558809910267904***,***Cuantos pecad9res creen q manana va a quedar pa zorra en las vegas
347558722316423168***,***Ola.pecadores
347506380221067265***,***@UnCTM la iglesia es pura corrupcion si usted cree en el pulentonsea bueno y sea feliz ir a misa no sirve no compra epmcielo
347501338344697859***,***@ImFrancescaa :) esa.es.mi hija
347496343222231041***,***@ImFrancescaa solo dejo mi cumple feriado pero el prox ano veremos si lo dejo en fomingo
347495426469007361***,***@ImFrancescaa bueno y ahora a quien le doy mis chinbombis de agua
347495142938251264***,***RT @Chistes_TED: —Hijo, ¿sabes cual es la diferencia entre las vacaciones y tu? —No. —Que las vacaciones si las planeamos.—Ay :(
347494763588620289***,***@ImFrancescaa carrete?
347493004405248001***,***RT @MileyCyrus: Editing #wecantstop http://t.co/6NMZmx6sDD
347491758772461570***,***Q mierda termina pasando con las ninas Disney .............   http://t.co/j7Utdf1gxO
347456562345943040***,***@NoeliaBravo instagram Eliassnake ;)
347456182451073024***,***"@NoeliaBravo: Weeena @Pulento_Dios anda sacandose fotos pokemonas jajajaja http://t.co/jUTgeNhvcG" jajajajajajaj
347348714765033473***,***RT @NoeliaBravo: @Pulento_Dios muuuuuacks
347340317231566848***,***@UnCTM jajajajajajajajaj es q . Debo ser justo despues.lo alejo pero ten paciencia
347340145709686784***,***@NoeliaBravo de nada . linda no me des.las.gracias la proxima vez ;)
347340033151340544***,***RT @NoeliaBravo: @Pulento_Dios muchas gracias!!! eres terrible de bkn!
346837489731903488***,***@El_Nadie_ @elterribledios jajajaja por siempre hacen encuestas en japon. Yo toy feliz y los.hice a mi semejanza ;)
346772768521588736***,***@NoeliaBravo te doy la oportunidad de ser paciente hija
346360120889987072***,***@Silvana_FGB @eltodopulento @PulentoDios @elterribledios @Pulento_Diablo @pulentavirgen esta q arde la cosa aca parece
346359996763742208***,***RT @Silvana_FGB: @eltodopulento @Pulento_Dios @PulentoDios @elterribledios q no se te olvide mas pue! soy tu creacion ma`' divina!! ajaja! …
346001796147326976***,***RT @Silvana_FGB: @eltodopulento OSEA QUE PODRIAMOS DECIR QUE ERI EL DIOS DE LOS RICOS? XD..(ahora entiendo como segmentan estos pulentos di…
346001740354707456***,***@Silvana_FGB @eltodopulento @PulentoDios @elterribledios omnipotente es la palabra
345772076902273024***,***@ItaloValdivia @caatraala @PulentoDios :( se desvirtuo este era pa otra cosa.lo serrare :(
345633498293477376***,***RT @caatraala: aunque uds no lo crean hable con el @Pulento_Dios
345633438260396032***,***RT @Jose_Yanez_M: Esta manana el @Pulento_Dios me hizo un tremendo regalo LA VIDA !!
345367755706490880***,***@Michi_kito nop pero q es el pile dance?
345363194388291585***,***Acabo de cachar que por culpa de estos mentirosos qliaos me voy a perder pas vegas de nuevo.
345360472700231680***,***Con toda la informacion ya almacenada de la PS4 y la XBOXONE me quedo con pa PS4 :)
345348564198776832***,***De a poco todos somos mejores http://t.co/sEIRboQNn5
345043817965170688***,***GENTE DEL BIOBIO EN UN PAR DE GORAS SE VIENE UN TEMBLORSITO PARA Q NO DIGAN Q BO LES HABISO
344885615315267585***,***Jajajajaj soy un lokillo http://t.co/O1VjBtNKvh
344623215798259713***,***El.gol de Bolivia fue celebrado con una ola?
344617216702042112***,***GOLAZOOOOOOOO EVO MORALES CTM
344580870868439041***,***Ya sabi ctm oh! #estadionacional http://t.co/YeDlYJPx7Y
344529556503420930***,***Bolivianos quiereb mar?  Entonces hoy un MAR DE GOOOLES a los chuchisus..
344527022330114049***,***Bendito seas hijo http://t.co/GU0ExvcTnv
344461278422650880***,***Good 777
344315606197231616***,***@ForrestGumpty jajajajajaj entonces nonsirve po wn barsa pero estamos todos en la.misma .....lo importante es bo arrepentirce nunca :)
344311598581690368***,***El q este libre de pecado q entregue el.celular una semana y la clave del face
344311156980207616***,***@PulentoDios @Paulysiaveces  para decirlo en privado o en otro twitt debes tener miedo. Pence q el pylento de vdd no tenia miedo.Pero ya veo
342483332753391616***,***@kooke_xc ele e?
342483244425547778***,***RT @estrenadol: @Pulento_Dios y cumple con los cumpitas
342483203854057473***,***@maxifuentealba y estudiaste alguna wea?
342483085885059072***,***RT @DepereiraV: @Pulento_Dios gracias pulentito. :)
342381912612024321***,***@Pulento_Dios ce - hache - i.........
342381756143521792***,***Si el papa el.argentino el pulento es chilenoooooo!!
342363864467394560***,***@DepereiraV bueno fuera d talla no me rionde eso ya esto es una parodia pero espero q todoresulte bn y q la ley sea mas dura un abrazo amiga
342363493477007361***,***RT @itsFelipeH: Alabado seas mi Senor, me sigue @Pulento_Dios !
342363455283666944***,***@Mr_Daniloop @DonDateador jajajajajaj nonte puedondar la mia hijo
342363264962936832***,***RT @MPaz_Diaz: el @Pulento_Dios  me sigue...  que mas puedo pedir jajaja
342069402017075200***,***Rico vuelta a la casa te la encargo http://t.co/aDWu9snFPc
342068446764359682***,***@benjapm de todasmaneras eso no impkica q vivamos siendomalas personas muy bn tuactitudsiodosfueramos asi el cielo estaria aca con los vivis
342068149899898880***,***@benjapm el cielo no existe eso lo inventaron los ricosparaqlospobresseconformencon vivirenlamierdaporqcreen q despues vienealgomejor :)
342067806176686080***,***@KiikeeUC @PulentoDios por q no tenia tanto tiempo asi q a ellos les ensene a hablar pero no a pensar, sorry estamos trabajando para ustedes
341778793867915264***,***@nalcaman cosas q pasan
341778686057541632***,***@estrenaol no les puedondar feriado pero ennelmpartido volaremos la raja y hecharemos portones abajo.....prepare your anuuss
341745108141617154***,***RT @Weenopalapilsen: Senoooras y Senooores  Muy Weeenas Noches y Bindiziones. Aguen Pishi y oren antes de Dormir y que el @Pulento_Dios vel…
341695332108861440***,***@Evesanhuezap queribq te haga la pega....bish please buscate la vuda ybse happt
341616418334314497***,***RT @ChisteSorpresa: "En mis tiempos..." si abuela, en sus tiempos eran super santos y por eso tengo 18 tios.
341616337770135552***,***RT @ChisteSorpresa: Viernes con V de "VESAME". — Es ¡BESAME!   — Ok, ya que insistes."
341117658797862912***,***Quien dijo he pecado sin arrepentirse?
340972414055890944***,***No me provoques ctm
340736979153063937***,***Hay parsonas tan emocionantes y el.solo hecho de saber q todos son distintos hace tener mas curiosidad de saber como me sorprendere hoy ♥
340176360372830208***,***RT @Nz_apholus: Ayer dijeron que soy malo! Me di cuenta que si! Por eso sigo a @PulentoSatanas.Pero tambien estoy con @Pulento_Dios. Equil…
340176321206431744***,***RT @victork_one: #cuandotengohambremecomo weas que solo el @Pulento_Dios sabe que existen!!
339816131978211329***,***@Michi_kito si la vida te da 2 caminos siempre elige el.mas dificil y tu vida habra valido la pena
339815478946062336***,***Te cagaste solo lechon bulimico @copano http://t.co/XsRN1EsjRv
339581523130994688***,***@Michi_kito porq dices..eso hija.mia
339414983500763137***,***RT @Agux_Lovi: @Pulento_Dios Muchas gracias. Alabado sea el pulento
339222492596027392***,***@Agux_Lovi vere q puedo hacer jojijok
339222381799305216***,***@Michi_kito :)
339187826526670849***,***Ya hijos mios paso lo peor un par de gotas y todos lloran.  Manana sera un lindo dia para tener frio
339187594300633088***,***@Michi_kito es q el cafesito bi se va:(
339187484372123649***,***@lore_cabalv  no pude me quede en santiago no mas ya q estaba todo inundado y muchos tacos
339129459414290433***,***Quieren mas lluvia o se aburrieron
339101414263517185***,***Poligamia q opinan
339074137286901760***,***Hoy dia quiero lluvia
338883136165408768***,***@Michi_kito yo se lo q pasara manana y no sera asi
338882988194549760***,***@FadeChile bendito
338840333091745793***,***Hasta manana si yo quiero
338781965228601344***,***En q se parece dios al presidente: en q dios esta en todos lados.  Y el presidente ya estuvo.
338781557512892416***,***Q saen de estar en todos lados
338781451057254400***,***@Silvana_FGB ;)
338730693821616128***,***Q se haga la luz y ella se meo
338711767192596481***,***Estoy en todos ustedes
338707819131981824***,***@maritabarias yo te sigo hace 34 anos y 9 meses ;)
338707133401014273***,***@Danilopez99 esa frase es mia hija
338702945304604672***,***Que les deparare para el dia de hoy
338700430890659840***,***@Michi_kito el libre albedrio no funciono
338700275898519553***,***RT @Michi_kito: @Pulento_Dios mentira que volviste!!!!!
338549631703191552***,***se termianron mis vacaciones veremos que esta pasando en el mundo
