671184150599237633***,***Hugo se hace mayor dia a dia 😱 #parenting https://t.co/ueSKtI2aUP
609019004108333056***,***Atardecer en California justo antes de salir para Madrid ✈ https://t.co/4wkIpEp6ho
609015183000915968***,***@YayeVlogs Un abrazo brother!
609015033566261248***,***RT @bequitogonzalez: @TheVlogFather me encanta como comentas tus videos!
609015005019824128***,***@pableteitor Tienes toda la razon :)
609014835179888640***,***@eltitomike En verano es mas duro pero lo valoro, jajajaja
608986274003824640***,***9 cosas que no puedes cambiar de tu pareja :) http://t.co/llnh6Mzwz6
608354895754838016***,***COMO REGALO OS DEJO UN NUEVO VIDEO DE #GTAV LA VENGANZA DEL CAKITAS!!! http://t.co/4v7HidSv3I
608354561796018177***,***SI VEIS QUE NO CONTESTO EN UN PAR DE DIAS ES PORQUE ESTOY VOLANDO DE CALIFORNIA A MADRID!!!! OS AMO!!!! :)
608069360310173696***,***EL CAKITAS EXPLICA EL CAMBIO DE NOMBRE! #THEVLOGFATHER :) http://t.co/AtfPiT4pna
607959974539444225***,***@PAFER123 muy pronto... 😊
607461449829621760***,***CAMBIOS IMPORTANTES EN EL CANAL! :) GRACIAS POR VUESTRO APOYO! http://t.co/nq9WWy9fHs
606972545489764352***,***RT @oteroruiz31: Me ha gustado el video de 4.000 subscriptores y nuevos cambios en el canal  https://t.co/iGV5ngEsNu @elcakitasgames  @ElCa…
606972525575143424***,***RT @DelcidAbraham: @elcakitasgames. Estoy muy muy alegre por tu hijo, quisiera que cuando yo tenga hijos sean como el tuyo, saludos
606972494184980480***,***@jorgeaceval1 si! :)
606907501909557248***,***¿Como se conocieron La Cakis y El Cakitas? En este nuevo video de #GTAV te vas a enterar!! http://t.co/zPDvMLO5BB
605951837418614784***,***@pableteitor ME LA PASE ANTES :)
605951659286499328***,***@NereaMo64968331 EL PACER ES MIO!
605951568173670400***,***@luicarlop932 GRACIAS!!! :)
605951537941078017***,***RT @luicarlop932: @elcakitasgames Pos me gusto tu canal creo que eres uno de los mejores youtubers :D
605951504390877184***,***RT @DelcidAbraham: @elcakitasgames. Hola me encantan los videos de mensijitos
605951373335592960***,***@DelcidAbraham GRACIAS AMIGO!
605911157317070850***,***HERMANO ENANO Y LAS PRUEBAS DEL #REALMADRID NUEVO #MENSIJITO EN EL CANAL! http://t.co/Th26h5gFeD
605546130877902850***,***NUEVO VIDEO 4.000 SUSCRIPTORES Y CAMBIOS EN EL CANAL! :) http://t.co/jYzwhAeJxU
605105159644057600***,***LOS SUEGROS DEL CAKITAS EN #CALIFORNIA! :) http://t.co/yF3KGaWuVh
604390724453437442***,***Nuevo #Vlog en el canal con una discusion muy chula! ¿Es mejor ser extrovertido o introvertido? ¿Vosotros que sois? http://t.co/ddomPS8OfA
604053919984173056***,***NUEVO VIDEO EN EL CANAL! HERMANO ENANO TIENE UN PEQUENO ACCIDENTE :( http://t.co/72PfQDX9Tx
603643844392054784***,***DECIDME, POR FAVOR, QUE OS PARECE LA NUEVA SERIE QUE ESTRENO HOY EN EL CANAL! :) GRACIAS! http://t.co/c2XloklpCa
603289415981621248***,***QUE PENSAIS DE LA EDUCACION? ¿COMO QUEREIS EDUCAR A VUESTROS HIJOS EN EL FUTURO? http://t.co/giUGqlG3UR
602863838493552640***,***BUENOS DIAS DESDE CALIFORNIA! NUEVO VIDEO DE #GTAV EN EL CANAL! http://t.co/geVHGJz344
602726297371029504***,***NUEVO VIDEO DE #GTAV CON SALUDO A SUSCRIPTORES! :) BUENAS NOCHESSSS DESDE CALIFORNIA!!!! http://t.co/A1cqRXDKQC
602305752053723136***,***NUEVO VIDEO CON #UNBOXING DEL CAKITAS ¿QUE SERA, SERA? :) http://t.co/pqvKQQTpeE
602120416006643712***,***GOOD MORNING DESDE CALIFORNIA! YA SOMOS MAS DE 4.000 Y LO CELEBRO CON UN VLOG SOBRE PERSONAS TOXICAS! OS QUIERO! http://t.co/NzAhUoeQ9Y
601883903322820608***,***RT @The_Foder: @elcakitasgames Felicidades! Gracias a ti por darnos entretenimiento y reflexiones sobre la vida !
601883869374062593***,***RT @RicardoPucho1: @elcakitasgames hola holas cakotas aqui el cakitas metiendose dentro de vuetras casitas ♪♫ jajaja Crack
601845009655189504***,***YA SOMOS 4.000 EN EL CANAL!!! SE LO DEDICO A MI HIJA, QUE SE RIO DE MI CUANDO LO ABRI :) http://t.co/1y6yJ6sk34
601785381000974336***,***BUENOS DIAS DESDE CALIFORNIA! NOS QUEDAN 9 SUSCRIPTORES PARA SER 4.000! GRACIAS A TODOS!. OS DEJO EL ESPECIAL 200 :) http://t.co/rfpcvBdRD3
601784765935538176***,***RT @moriela14: @elcakitasgames y un abraso sicologico desde argentinaaa
601784733119320064***,***@VZGComunidad @SyidMassiah @wegamers80 @jawird @Rubiu5 A LA QUE JUEGUE MI HIJO :)
601784660197183491***,***RT @VZGComunidad: #LaComunidadPregunta Con cual consola de videojuegos se identifican mas? @SyidMassiah @elcakitasgames @wegamers80 @jawird…
601487467234099200***,***AYER ME PREGUNTO UN SUSCRIPTOR SI YO ERA PADRE SOLTERO! OS PRESENTO A MI MUJER :) MUCHOS YA LA CONOCEIS ;)
601144557141626880***,***NUEVO VIDEO DEL CAKITAS Y LA CAKIS CON 5 TRUCOS PARA QUE TE DEJE DE IMPORTAR LO QUE LOS DEMAS PIENSAN DE TI! http://t.co/A2gWnmAo6K
601050754770538496***,***@romero12316 la ps4
601050719374839808***,***@romero12316 si. Elcakitas
601030086993780736***,***COMPRAR ARMAS EN USA Y EL SISTEMA CARCELARIO! NUEVO VIDEO DE #GTAV :) BUENAS TARDES/DIAS! http://t.co/LNKRJxMohc
600854232053473280***,***NUEVO VIDEO  #GTAV !HOY OS HABLO DE LAS CARCELES PRIVADAS EN USA Y DE COMO COMPRAR UN ARMA (Y DE LO PELIGROSO QUE ES) http://t.co/5BE5ocfe7o
600745167465873408***,***SEGUIDME EN #SNAPCHAT :) My username es antoniomdmesa Y mi #PERISCOPE es Antonio Munoz DeMesa :) Asi veis mis streamings caseros!
600703880536592384***,***LIVE on #Periscope: Editando #GTAV https://t.co/I2iE7lW307
600689127843958785***,***@moriela14 Jajajajaja! UN ABRAZO DESDE EL SUR DE CALIFORNIA!
600660899536437248***,***NUEVO VIDEO EN EL CANAL! #THEWITCHER3 ALUCINANTE EL JUEGO! http://t.co/fVF4S51OO5
600659064662568961***,***@moriela14 Thanks bro!
600496990393217026***,***@julianosorio191 @VZGComunidad @FiferosdeVzla @LevelUPcom @f2porg @ExpoGameFEST tiwtch :)
600453877956247552***,***GRACIAS A LOS QUE HABEIS ESTADO EN EL DIRECTO DE #THEWITCHER3 EN UN RATO LO SUBO EDITADO AL CANAL :)
600437057379442688***,***EL CAKITAS EN DIRECTO EN http://t.co/yKG4FlXjoF CON #THEWITCHER3
600417139560972288***,***VIDEO DE HOY CON SALUDO A SUSCRIPTORES! #GTAV http://t.co/dtnQVoRKI8
600405866320404480***,***EN 2 HORITAS ESTRENO EN DIRECTO EN TWITCH #THEWITHCER3 PERO MIENTRAS TANTO SORPRESA!  #GTAV ESPERO QUE OS ENCANTE :) http://t.co/SQSygU6PVb
600363028400312320***,***@VZGComunidad @FiferosdeVzla @LevelUPcom @f2porg @ExpoGameFEST EN un rato jugando #THEWITCHERIII
600360838545993729***,***HOY HARE DIRECTO DE #THEWITCHERIII :) EN UN RATO SUBO NUEVO VIDEO DE #GTAV!
600309889903132672***,***@oyarzo566 Genial!
600309826023862273***,***@manuguillen0309 Gracias amigo!
600309797020307456***,***RT @manuguillen0309: @elcakitasgames  el cakitas el grande ✌👌
600309773758640128***,***@MacroGamingNET Gracias. Lo hare!
599597887081832450***,***EL CAKITAS ES MAL PADRE EN #GTAV :(  NUEVO CAKITULO! http://t.co/u66sslys7n
599251503912648704***,***RT @ZayaGaymer: @elcakitasgames sos lo mejor de YouTube Kapo!!!
599251484111343616***,***@tomyrc4422 gracias!
599251462116409344***,***RT @tomyrc4422: Mira @elcakitasgames http://t.co/6lyI29dHU6
599244707856789505***,***HAPPY VIERNES! UN DIA EN LA VIDA DE HIJA CANIJA! #ADAYINTHELIFE http://t.co/Byuryxxega
599116267170201600***,***un dia en la vida de hija canija :) http://t.co/7E8U8bcPzJ
599032787736342528***,***NUEVO CAKITULO DE #GTAV S 60 FPS! VOY A CENAR CON LA FAMILY! http://t.co/VYNdhJ66sF
598971156159299588***,***RT @samuelblasco777: @elcakitasgames  eres muy bueno
598971139071680512***,***@samuelblasco777 Gracias my friend!
598857204226129920***,***@vip205YT JAJAJAJAJA!
598852333079011328***,***EL CAKITAS CORNUDO EN UN NUEVO VIDEO DE #GTAV A 60 FPS! http://t.co/8oSWPgNbPY
598662408832471041***,***ME VOY A VER A HIJA CANIJA CANTAR EN EL CORO DEL INSTITUTO!  :) http://t.co/XXpBRSL3O6
598633714764021760***,***@RicardoPucho1 GRACIAS BROTHER!
598633639534989312***,***@VZGComunidad GRACIAS!
598633605263306752***,***RT @VZGComunidad: Buen comienzo de semana gamers!!! #LunesDeGanarSeguidores @Rubiu5 @vegetta777 @ExpoGameFEST @elcakitasgames
598633532559261696***,***@jonasentwiter ME SUSCRIBI PERO NO TIENES VIDEOS BROTHER! SOY TU SUS 4 :)
598633341525438465***,***@yt_nauespro EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
598633265604395008***,***@yessi_romina sorry, ni idea :(
598546886564380672***,***¿QUE HACE EL CAKITAS EN AMERICA? http://t.co/iwAjJHBLSc
598132388212924416***,***#BATTLEFIELDHARDLINE COMENTADO POR UN HIPSTER! WTF! http://t.co/k08C4ncQmM
597919464198434816***,***EL VIDEO DE HOY CON SALUDO A SUSCRITORES! :) http://t.co/dlMFmdVEuG
597768573059256320***,***CAKITULO FINAL DEL #HIPSTER CHALLENGE CON SALUDO A SUSCRIPTORES AL FINAL! http://t.co/26HJ2uRX8y
597666466121519104***,***EPISODIO FINAL DEL #HIPSTER CHALLENGE DEL CAKITAS! DO NOT MISS IT! http://t.co/FfsviteYJo
597521533360209920***,***@jsandovalsilva1 EN el de manana! Con que nombre te saludo?
597521435041468416***,***@Joan_joseph581 hola!
596839498606084096***,***NUEVO EPISODIO DE #TENGO MIEDO EN EL CANAL #TRAILER DE LA SERIE... http://t.co/xQcqtotvdB
596743201571999744***,***@danielbeltran69 Gracias Daniel
596743160107114498***,***RT @danielbeltran69: @elcakitasgames  muy buen canal, y buen contenido👌👌
596543878464929792***,***NUEVO CAKITULO DE #HIPSTER CHALLENGE! UN DIA EN LA VIDA DE UN FUTURO HIPSTER :) http://t.co/wj9XBqaRPY
596417605994475520***,***SERA POSIBLE QUE YA SOMOS 3.500 SUSCRIPTORES EN EL CANAL? OS AMOOOOOO!!!!!!!!!!! http://t.co/ahAn7nA49M
596416169130721280***,***EL REGALO DE LA CAKIS :) MANANA ES SU CUMPLEANOS! http://t.co/UXtKSk1Brd
596071554070552577***,***ME HAN NREGALADO LA BIBLIA DE LOS HIPSTER! #HIPSTER CHALLENGE #4 CON HIJA CANIJA Y HERMANO ENANO :) http://t.co/j6RglIAypy
596029749027299331***,***MALTRATO ANIMAL EN #GTAV WTF! NUEVO VIDEO EN EL CANAL! http://t.co/WH7FospNUO
595871932681220096***,***#HIPSTER CHALLENGE EPISODIO 3! EL CAKITA YA PARECE UN POCO HIPSTER!!!! http://t.co/UpfxAvGpCL
595685171736793088***,***NUEVA LOCURA DE #GTAV EN EL CANAL! http://t.co/aZW8rTzZ5N
595594866060599297***,***BUENOS DIAS A TODOS! EN UN RATITO SUBO LO NUEVO DE #GTAV HAPPY MARTES!
595381129756200960***,***#HIPSTERCHALLENGE EPISODIO 2. EL CAKITAS ENCUENTRA ALGUNOS ELEMENTOS PARA SU TRNASFORMACION! http://t.co/4iEfDmbksI
595225316471222272***,***LA CAKIS Y EL CAKITAS VUELVEN A DISCUTIR! ESTA PAREJA ESTA EN PELIGRO!!! AYUDADLES A SUPERAR SUS DIFERENCIAS :) http://t.co/okQAUknpWY
595025386771259392***,***QUERIDOS AMIG@S! QUIERO INVITAROS A QUE OS SUSCRIBAIS A UN CANAL DE VLOGS QUE HE PUESTO EN MARCHA CON LA CAKIS :) http://t.co/j8gmudIiH3
595001546313699332***,***GRACIAS AMIGO ROUCHESTA... http://t.co/E5rZjBLMu7
594983546881716225***,***HE DECIDIDO TRANSFORMARME EN #HIPSTER Y NECESITO VUESTRA AYUDA PARA GUIARME EN ESTE PROCESO! http://t.co/b3ZjBUgG7j
594923614526382080***,***NUEVO VIDEO EN EL CANAL CON SALUDOS A SUSCRIPTORES!!!! #GTAV http://t.co/VnRsMLY9re
594879854899646465***,***@cristi6913 No paro!!!!
594879183479640064***,***@juliicanal Gracias brother!
594879150801879040***,***RT @juliicanal: el @elcakitasgames  es el mejor crack
594878737818202112***,***LA CAKIS ME DICE QUE DEJE DE GRABAR LA SERIE #TENGOMIEDO PERO NO VOY A PARAR HASTA LLEGAR AL FONDO DEL MISTERIO... http://t.co/VslFmLDXeV
594878461279342593***,***BUENOS DIAS DESDE CALIFORNIA! ME DESPIERTO CON 1 NOTICIA EXTRANA. EL NUEVO VIDEO DE #TENGOMIEDO QUE HOY SUBIA HA DESAPARECIDO DEL DISCO DURO
594703717410045952***,***RT @oscarponce1010: @elcakitasgames Y la verdad te admiro hay pocos youtubers como tu:'3Se qeu lo haces porque es lo que te gusta:3
594703485137920001***,***@oscarponce1010 ERES UN CRACK!
594701606987247616***,***@oscarponce1010 grcias!
594701592034545664***,***RT @oscarponce1010: @elcakitasgames Yo sabia que llegarias lejos! Y aun hay mas 3.300 subs :'D
594698787999776768***,***RT @Damiandersgamer: @elcakitasgames realmente tube que suscribirme para los 3.300 pero tus videos me animan
594682293932949504***,***YA SOMOS 3.300 SUSCRIPTORES! SOIS INCREIBLES CAKOTAS! http://t.co/RXTFPNSnNB
594541758379401216***,***NUEVO CAKITULO DE #GTAV A 60 fps! EN ESTE EPISODIO APROVECHO PARA HABLAROS DE LA TASA REAL DE CRIMENES EN LOS SANTOS http://t.co/25dR7Pb3a8
594515312084656128***,***ESTOY EDITANDO EL NUEVO CAPITULO DE #TENGOMIEDO OS DEJO CON EL EPISODIO ANTERIOR: LA VERDAD SOBRE EL ACCIDENTE... http://t.co/AqzhSYyQKF
594296349929111552***,***MANANA SUBO NUEVO VIDEO DE #TENGOMIEDO OS DEJO CON EL SOBRECOGEDOR RELATO DE HOY... http://t.co/PivpXUaxSx
594227787638116352***,***LA VERDAD SOBRE EL ACCIDENTE DEL CAKITAS... TENGO MIEDO CAKITULO 2... http://t.co/QumUn5XysJ
594195641326112768***,***@dark67178 ps4
594174174509322240***,***HE PASADO DE POLICIA A FUGITIVO EN #BFHARDLINE! QUE ALGUIEN ME AYUDE!!! http://t.co/xTD6YwIyrO
594143222076723200***,***LA CAKIS Y EL CAKITAS VUELVEN A DISCUTIR! ESTA VEZ SOBRE #JUEGODETRONOS :) http://t.co/KLzDWxRv7p
594006169838059520***,***BUENAS NOCHES DESDE LA BAJA CALIFORNIA! ESPERO NO TENER PESADILLAS CON EL VIDEO DE HOY... http://t.co/8iiBXVgbTL
593910528453550080***,***YA SOMOS 3.200 SUSCRIPTORES!!! CAKIGRACIAS!!!! http://t.co/JtUEJAK9d8
593873682948345856***,***¿QUEREIS VER UN VIDEO EN EL QUE OS CUENTO ALGO MUY RARO QUE ME ESTA PASANDO?... http://t.co/18qk4iixcj
593837658679418880***,***HOLA A TOD@S! YA TENEIS NUEVO CAKITULO DE #GTAV EN EL CANAL! :) http://t.co/eV3BfXWHCm
593801264560869376***,***@VZGComunidad Gracias amigo!
593783842630012928***,***RT @VZGComunidad: https://t.co/K3540p4oid muy divertido e interesante gameplay de gtaV @elcakitasgames
593766597279371264***,***@GaleraToni Gracias!!!!
593766579709448192***,***RT @GaleraToni: @elcakitasgames. Como mola tu saludo inicial
593762190412382208***,***MAS #GTAV CON ALIENIGENAS Y PERSECUCIONES LOCAS! http://t.co/jf4T3auYkM
593616084881772545***,***MI NOVIA ME ABANDONA EN PLENA GRABACION DE #GTAV!!!! (LUEGO LA RECUPERO)... http://t.co/X9YL8NxJgf
593550380631465985***,***¿Que pensais de la reaccion de mi novia al jugar por primera vez el modo historia de #GTAV? http://t.co/fklbVbIq0A
593510606595985410***,***LA CAKIS ME ABANDONA POR CULPA DE UN VIDEOJUEGO! #GTAV http://t.co/RdfctTaqL3
593489375536795649***,***@nicocubi23 VA A SER GENIAL! LA CAKIS ME ABANDONA EN MITAD DEL JUEGO…
593483317103722498***,***EN UN RATO SUBO #GTA!!!
593483004917501954***,***@pablo_345 UN ABRAZO DESDE EL SUR DE CALIFORNIA!
593482991856418816***,***RT @pablo_345: @elcakitasgames saludos desde argentina
593475688902041600***,***@527d4037198347f pero si soy un manco! Jajajaja!
593475662943498240***,***RT @527d4037198347f: @elcakitasgames heres muy bueno en los juegos heeeeeeeeee por eso te pusiste game
593423520341708800***,***@evapia20 good one, yeah!
593265386533060608***,***BUENAS NOCHES AMIGOS! YA S OMOS 3.100 SUSCRIPTORES! OS DEJO CON UN VIDEO DE #BFHARDLINE QUE ME HA IMPACTADO MUCHO! http://t.co/w571hcvXA5
593146587444080640***,***NUEVO VLOG DE LA CAKIS VS. EL CAKITAS! http://t.co/oeCrqUr1qM
593130555178229760***,***@thejoshigamer @freddy_kruger17 si! TE DEJO EL ENLACE AL CANAL PARA QUE LO VISITES :)https://t.co/PP9tmpvaAy
593119956448858112***,***@freddy_kruger17 Gracias Freddy!
593119925608140800***,***RT @freddy_kruger17: @elcakitasgames estubo bien chido el video xD
593112608510758913***,***ACABO DE PUBLICAR EN EL CANAL EL CAKITULO MAS EMOCIONANTE DE #BFHARDLINE HASTA LA FECHA. LAGRIMONES ME CAEN... http://t.co/aKq3HGGlB0
592912569544867841***,***BUENAS NOCHES A TOD@S! OS DEJO CON EL PELUCHE APLASTADO. A VER SI ADIVINAIS CUAL ES EN EL VIDEO DE HOY :) http://t.co/VoYi80aETG
592900206322176000***,***@YayeVlogs pronto :)
592899133591158784***,***RT @moreno_wtf: https://t.co/eAPHHsC0ac@elcakitasgames Grande, gracias por la dedicatoria ♡
592795176130732033***,***@_TheZombie_12 no se...
592791197871153152***,***¿QUE TAL VUESTRO DIA? YO GRABANDO LA CAMPANA DE #GTAV EN PC A 60FPS. OS DEJO MIENTRAS CON LO NUEVO DE #BFHARDLINE :) http://t.co/s3Q1VPsNbj
592568462410649600***,***BUENAS NOCHES A TOD@S! HOY HA SIDO UN DIA MUY ESPECIAL POR LOS 3.000 SUSCRIPTORES!!! http://t.co/IeLX2k10KP
592431306908262400***,***YA ESTA EL VIDEO DEL DOMINGO CON SALUDOS A SUSCRIPTORES Y FELICITACION A MI CAKISOBRINA LAURA! #SLENDERTHEARRIVAL http://t.co/szNciYaWN2
592422559267856384***,***EN MENOS D 1 HORA CELEBRAMOS LOS 3.000 SUS CON UN VIDEO QUE TE CAGAS D MIEDO Y RISA. LA CAKIS EN #SLENDERMAN ATENTOS AL LINK GRACIAS A TODOS
592420413671546880***,***RT @darkstruth: @elcakitasgames Felicidades, sigue trabajando duro y seguro que llegaras lejos amigo!
592391319844184064***,***YA SOMOS 3.000 SUSCRIPTORES EN EL CANAL!!!!! GRACIAS!!! LO CELEBRAMOS CON UNO DE LOS PRIMEROS VIDEOS QUE SUBI :) http://t.co/JHRYe1Ub2t
592177505622175745***,***GRACIAS A TODOS POR HABER AYUDADO AL CANAL A LLEGAR A LAS 50.000 VISUALIZACIONES :) CAKIGRACIAS!!!!
592033807190097922***,***ESTAMOS A PUNTO DE LLEGAR A LOS 3.000 SUSCRIPTORES. GRACIAS A TODOS DESDEN NUESTRO RINCONCITO DE CALIFORNIA! http://t.co/VEVBP5bj2W
591982118382637057***,***RT @ju4nkrloz: Jajajajja viendo videitos de @elcakitasgames
591974019613753345***,***TELEFONOS DE AYUDA A NEPAL... http://t.co/OW5IUt6w3G
591967694993371137***,***UNO DE LOS MEJORES VIDEOS DEL CAKITAS SEGUN LA ASOCIACION DE JUGADORES EMPEDERNIDOS! NO OS LO PERDAIS! http://t.co/g9iZsDuqB3
591965398301421568***,***@VZGComunidad @xHeyCharliex  Good morning!
591959826219016193***,***LA CAKIS Y EL CAKITAS PERDIDOS POR EL MUNDO. NUEVO VIDEO EN EL CANAL! #GEOGUESSR http://t.co/y9iYAHAXJo
591749444938248195***,***RT @LuisJosue05: @elcakitasgames Hehe hola Amo tu canal *---* Vaya Honor que me siguas n.n
591749421970239488***,***RT @MayPlay_: @elcakitasgames xD whut, buenisimo xD
591683547519393792***,***NUEVO VLOG DE LOS CAKITAS!!!! http://t.co/ZIDKKJeeEH
591625139353096193***,***VUELVE AL CANAL #GTAV PERO AHORA A 60FPS Y CON @CadeVideos EN 3 ANTIMISIONES DE RISA! http://t.co/gpEdrlyAq9
591268978284105728***,***@Martin05Arce Estoy preparando  nueva serie de Minecraft! :)
591243145096122368***,***NUEVO CAKITULO DE #BATTLEFIELDHARDLINE CON UNA DOLOROSA REVELACION! http://t.co/Ap3ZJAKK6N
591030109244555265***,***@YuquiEdwin GRACIAS!!!!
591030088172343296***,***RT @YuquiEdwin: @elcakitasgames Feliz cumplee!
590985771168845824***,***@ZayaGaymer Thanks man!
590985750855856128***,***RT @josejair04: @elcakitasgames feliz cumpleanos colega
590985739686424576***,***RT @ZayaGaymer: @elcakitasgames Feliz cumple genio!!!!
590985720631693312***,***@josejair04 Gracias bro!
590960519491653632***,***RT @luis_pabli: @elcakitasgames Feliz Cumple Desde Argentina xD
590960501259010048***,***@luis_pabli Gracias!!!!!!!!
590959707172417536***,***@DelcidAbraham GRACIAS!!!!
590959692085534720***,***RT @DelcidAbraham: @elcakitasgames. Feliz cumple te deseo lo mejor disfruta tu dia, y pasala muy bien
590959674528169984***,***RT @TernuritaDelMal: @elcakitasgames Feliz cumple. ☺
590959661899075584***,***@TernuritaDelMal GRACIAS!!!
590764517476413440***,***HOY ES EL CUMPLEANOS DEL CAKITAS Y NOS TRAE UN VIDEO CON SUS SINTOMAS DE ENVEJECIMIENTO! http://t.co/KWnXJIVHVO
590670613334863873***,***@ARATHFIVE Hecho! Buen comienzo!
590669807948824576***,***ALUCINANTE EL FINAL DE #THEORDER1886 OS DEJO EL VIDEO CON REACCIONES EN DIRECTO! http://t.co/NrYmmWhEaW
590618034638823426***,***RT @el_Mist3r: Viendo varios videos de @MarukoOficial @AironCraft @Raver_135 y @elcakitasgames unos cracks! 😀👍
590597410818236416***,***@MrrH87 ES POR LA VOZ, QUE ES AGUDA…
590550587864940546***,***YA SOMOS 2800 SUSCRIPTORES! GRACIAS A TODOS POR MANTENER LA ILUSION DEL CANAL!
590508832780070912***,***QUEREIS CONOCER A LOS PADRES DE LA CAKIS? AQUI LOS TENEIS!!! http://t.co/PZYUtpTfsm
590211438695862272***,***OH YEAH! PENULTIMO CAPITULAZO CON SUPER SPOILER DE #THEORDER1886 MANANA SUBO EL ULTIMO CAITULO DE ESTE JUEGAZO! http://t.co/ikowwCRd8p
589953838519484416***,***@YayeVlogs Gracias Yaye! Poco a poco. Tengo que pasarme a ver como vas tu :)
589953766947860480***,***RT @YayeVlogs: @elcakitasgames Hey cakitas, grandioso el ver los multiples cambios del canal, mejoras y demas, saludos!
589952379912646657***,***POR CIERTO, HOY EL CANAL CUMPLE 8 MESES! ABRIMOS EL 19 DE AGOSTO! EL MES QUE VIENE DAMOS A LUZ!!! 9 MESES! Y SEREMOS 3.000!
589952106766938112***,***EL VIDEO DE HOY CON SALUDO A SUSCRIPTORES AMIGOS SE RETRASA PORQUE ES UN PEDAO DE VIDEO DE 50 MINUTOS Y TARDA EN RENDERIZAR! EN 5 HORAS ESTA
589886940155023360***,***@ZayaGaymer En el video de hoy! TOrito Bello te saludo?
589835994272247808***,***EL VIDEO CON DEDICATORIAS ESTARA EN EL CANAL EN 6 HORAS :) TENED EN CUENTA QUE VIVO EN CALIFORNI! 9 HORAS MENOS QUE ESPANA!
589433129850507264***,***LA CAKIS Y EL CAKITAS DISCUTEN SOBRE VIDEOJUEGOS Y VIOLENCIA EN UN NUEVO VLOG :( http://t.co/6Fe41lqyj2
589334767121915904***,***¿LOS VIDEOJUEGOS TE HACEN MAS VIOLENTO? NUEVO VLOG DE EL CAKITAS CON LA CAKIS ¿QUIEN TIENE RAZON? http://t.co/laSCwDMNfA
589213859258433536***,***TIROTEO EN #BFHARDLINE!!!! :) VOY UN RATO A ENSAYAR QUE EL 9 DE MAYO ESTRENO OBRITA DE TEATRO EN SAN DIEGO! http://t.co/Z1zFz4IHhI
589062909382242304***,***BUENAS A TODOS!  NUEVO VIDEO EN EL CANAL :) TIROTEO ENTRE CAIMANES EN #BATLEFIELDHARDLINE! CAKIRISAS! http://t.co/gXTfREqOkv
588913210570379266***,***RT @princedylanvic: para @elcakitasgames  mi primer video :D gracias po tu inspiracionn amigo graciasss comentalo http://t.co/LWzUj9eWFK
588832399212949505***,***RT @ZayaGaymer: @elcakitasgames el mejor!!
588792190811381761***,***SEGUNDO VIDEO DEL DIA CON UNA NUEVA SERIE SOBRE ENEMIGOS EN #BLOODBORNE EL MEJOR JUEGO DEL ANO! http://t.co/dRUCwaHYoz
588703254420283393***,***BUENAS TARDES-DIAS DESDE CALIFORNIA! AQUI OS DEJO UN CAKITULO CHULISIMO DE #THEORDER1886 CON VAMPIROS Y HOMBRES LOBO! http://t.co/9CB3OIdtgg
588521894573428736***,***ME VOY CON HERMANO ENANO AL MAR A VER LA PUESTA DE SOL :) YA HE GRABADO LOS VIDEOS DE MANANA! UN CAKISALUDO A TODOS! http://t.co/RiHRgh8Dhs
588451348972228608***,***Y AHORA VOY A PROBAR UN POCO EL MODO DIRECTOR DEL NUEVO #GTAV EN #PC! http://t.co/0L37cTr8nP
588441951189381120***,***GRACIAS POR SEGUIRME @f_lorchuu UN SALUDO DESDE CALIFORNIA :)
588441950107213824***,***GRACIAS POR SEGUIRME @naguronaldolove @oculusuldum @sjgoku74 @manu40001 @AleeVillablanca @gamitapalacios3 UN SALUDO DESDE CALIFORNIA :)
588425749167652869***,***GRACIAS POR SEGUIRME @lautysagripandi UN SALUDO DESDE CALIFORNIA :)
588425748144259072***,***GRACIAS POR SEGUIRME @christi74124770 @MasterRam3 @MonseRayita1d @Loco_Porti1 @CarlaAGutierrez UN SALUDO DESDE CALIFORNIA :)
588425747108208643***,***GRACIAS POR SEGUIRME @jesusruizgranda @eoloficial @gohan_gamer4 @hector2000drag1 @MachioMu @mativon03 UN SALUDO DESDE CALIFORNIA :)
588425745795387392***,***GRACIAS POR SEGUIRME @AdriiGreed @AY_MI_MAHE @jonathanruiz204 @cristianuriell3 @AmaroFlandez @ivanlazo2000 UN SALUDO DESDE CALIFORNIA :)
588395910729695233***,***CAKITAS SE PASA A #PC PARA JUGAR #GTAV! OS DEJO UN TRAILER DE LO QUE SERA LA NUEVA SERIE DE CAKITAS EN LOS SANTOS :) http://t.co/2Fr2jSPAUX
588367487625900032***,***@jesus33863 PUES EN UN PAR DE HORAS TENDRAS VIDEO!
588367281215901696***,***ALGUIEN QUIERE VER AL CAKITAS JUGANDO AL NUEVO #GTAV PARA PC A 60FPS?
588081563059023873***,***SEGUNDO VIDEO QUE SUBO HOY AL CANAL! COMO LOS PROFESIONALES! NUEVO CAKITULO DE #BATTLEFIELDHARDLINE :) http://t.co/2oxSG17VTd
588002607177818113***,***NUEVO VIDEO DE ELCAKITAS!!! http://t.co/022oEzEyUj
587831331083517952***,***@alanyverso Okey!
587770379516645376***,***DIRECTO CON HERMANO ENANO PARA CELEBRAR SU CUMPLE EN http://t.co/yKG4FmeUNf
