648217589395648513***,***@liizethhmona wooooo antigua
144189427915292674***,***@aguilera_titi te di hasta un toke xD
144189123794714624***,***@aguilera_titi @Nictofever  vi tu face tienes mas foto que google xD jajajaja
144188434968363008***,***@aguilera_titi @Nictofever anotado!! xD
144186954685231105***,***@Nictofever @aguilera_titi  dale estas anotada xD que estes bienn !!
144182515463241730***,***RT @jrpn105: Hombre fallecio en balneario municipal #antofagasta http://t.co/zVpNDGAQ  ..
144181748480221184***,***@aguilera_titi jajjaja yo voy un poco mas al sur a combar bala xD
144180883405017088***,***@aguilera_titi cuidado con los brujos jajajajaja  aya xD me traes un kesito blanco !! xD
144180128908443649***,***@aguilera_titi si tuviera el auto te paso a bucar pero se lo empreste a mi tayta xD ... pero otro dia estamos connotados??
144178826979713025***,***@aguilera_titi donde estas!!!
144178335411486721***,***@aguilera_titi i la otra nina??? se fuee para la casa? la salsera?
144177524669300736***,***@aguilera_titi para una piscola xD
144177293542178816***,***@aguilera_titi @Nictofever demas ke si!!
144173933476855808***,***@PameRusherKS  sigue a @HoraChile tendras actualizado tu ht con la hora xD
144173246990921728***,***@PameRusherKS :) de nada cuando se le ofrezca jajajaa
144170907173269505***,***@Nictofever @aguilera_titi jajaja recien ley  el mensaje xD  descuida :)
144170057621176320***,***@PameRusherKS esta parao ! jajajajajaa
144167661004271616***,***@Nictofever @aguilera_titi ya a que hora seria ??
144167529005326336***,***@PabloEnLinea @PCortesC  licencia por 15 dias i una utm  1/2 xD a mi me la sacaron a 68 km/h
144066217936822273***,***@lovebeatschile i no es chiste!!! todavia no son ni las 12
144065843712634880***,***Va una rubia caminando por la calle usando su BlackBerry, se le cae al suelo y cuando lo levanta publica en su facebook: ¿Estan todos bien?
144056126600781824***,***@daanikis yo igual mijita xD
144056013157449728***,***un rico i caluroso dia de verano en  #antofagasta
143901906702569473***,***@Melissa_Altamir PERO ASI COMO LO ESCRIBI YO NO COMO LO ESCRIBIO USTED JAJAJAJAJ
143901292476104705***,***@Melissa_Altamir JAJAJAJA QUEDA VEZ QUE TE LEO ME DA LA ASIDES WOOW ;$ JAJAJJA
143900354990452736***,***@Melissa_Altamir SI ME REALICE UNA MANGA GASTRICA !! SI QUE NO PUEDO COMER NADA DE NADA JAJJA POR ESO QUEDE ACHACADO  PUEDO COMER RUBIAS XD
143899623994564608***,***@Melissa_Altamir QUE LINDA XD NO FUI AL DOCTOR ME ENCONTRO LINDO  ESTUPENDO LA NUTRUCIONISTA ME DEJO LA MISMA DIETA  I CAGO EL ANO NUEVO !!
143899072309374977***,***@Melissa_Altamir APARECIO MI RUSIA ANTOFAGASTINA XD LA EXTRANABA
143883155387056128***,***decepcionante y desilusionado  !!!
143834571589427200***,***Que locura !!!
143757120955887617***,***coolucion ...!!!
143754272662765568***,***RT @ale_gallardo: @pazcoca Buena denuncia, por que seremos tan sucios aqui en #antofagasta ?parece que nos costara tanto no botar basura ...
143539514399408129***,***@Mariela_Styles cual el de la coca del cerebro jajajajaja
143539060047220736***,***@Melissa_Altamir :OOO esta antojada ??? que atrozz
143538477563252736***,***@Melissa_Altamir esa es la razon  1313 jojojjo
143537738451390465***,***@Melissa_Altamir te amo :) a.
143536493766520833***,***@Melissa_Altamir ano que vieja jajajajaja pesa !!
143534914623639552***,***@Melissa_Altamir quiere que lo sea contigo 1313 cocoroko !!
143534395071004674***,***@Melissa_Altamir si supieras lo que puedo hace jajajajaj te enamoras jajajja pero no sera tan cocoroco con usted !!
143533452283744256***,***@Melissa_Altamir entonces por que no los  conquistamos mejor 1313
143533100897550337***,***TACHANGOU
143532763604205568***,***@Melissa_Altamir miamor que ruda !
143474422144180224***,***@arayatorre tienes que arrancar mientras no te pillen no pasara nada !!!
143474242892214272***,***@Justsofii :)  i la manzana confitada xD
143460354289176576***,***@Justsofii que linda i tierna te ves comido algodoncitos rosas jajajajja ;)
143457613881942016***,***@Justsofii que terrible xD
143435713956937728***,***@Melissa_Altamir te falte yo ano mejor para poner chispa xD
143432114799513601***,***@Melissa_Altamir siiiii futboll  asado  moove xD asi de simple  i el tuyo !!  :)
143431475767943168***,***RT @Melissa_Altamir: @sikermix estas?? claro que si  en linea  xD
143409652879728640***,***@Melissa_Altamir
143115080463155200***,***@Melissa_Altamir A MOVER EL ESQUELETO HOY XD
143092220466171904***,***Que tallll !!!
142972584298942465***,***a la ducha  como  buen sabado un poco mas tarde jajajajaa
142972174519648256***,***@kamy_x te prendo xD
142822804411256832***,***RT @Lorencita_: @controlpolicial control en avda grecia altura htl holiday inn sentido norte a sur en #antofagasta
142822658780831744***,***@yasni_x87 andaras con el mas capo de antofagasta
142822333508366336***,***@yasni_x87 que desabria la tipa !!
142822068856168448***,***@yasni_x87 vamos a donar xD
142821751141838849***,***@yasni_x87 i antofagasta no la quieren tirar al aire para no pasar  verguenza jajajaj
142821110382206977***,***@madecafe i ahora mucho mas cocorokas estan hasta esta hora jajajaj
142820482834640897***,***@Melissa_Altamir  siiiiiiiiiii xD
142804860209864704***,***#TeletonChile kike morande esta tanzando i ofertando a perla para morande con compania jajajaj
142803916667629568***,***#TeletonChile a que hora el la vedeton
142801957390778368***,***nuevo computo xD  $5.349.572.000
142800884563316736***,***los colombianos peruano bolivianos donaran en #TeletonChile #antofagasta #chile
142800092754223104***,***RT @Chuqui: Los que critican el show de la Teleton son precisamente los que tratan de lucirse con un show aca
142794521556684802***,***@Melissa_Altamir SI TE CONTARA SOY TODO UN BEBE JAJAJAJA
142792341986611201***,***@Melissa_Altamir PASE POR ESO AHORA ESTOY GUARDADITO QUE SACO CON SALIR SI NO TOMO NI FUMO ETC A SUFRIR EN EL LANZAMIENTO JAJAJ
142789011008798720***,***@Melissa_Altamir JAJAJA QUE TERRIBLE POR QUE PENAS !!! SI DEBE ESTAR CONTENTACHA !! POR LA LLEGADA DEL FIN DE SEMANA
142788295284367361***,***@madecafe TODAS COCOROKAS JAJAJAJAJ ESTAN JAJA
142788235804934144***,***@madecafe
142788041197629440***,***@Melissa_Altamir COMO ESTUVO TU DIA DE TRABAJO !!
142787475750916098***,***@Melissa_Altamir Y TU ME ENCANTAS AMI XD
142786260895928320***,***@ShelooAndres NO SERIA MALO SER CONDUCTOR JAJAJAJAJA #Teletonchile CON ESOS PORCENTAJES
142786102758096896***,***@kayser957 SI VIEJO CTM ENTIERRA TE I APRENDE HACER TWITTER  VIEJO UECO SIN H PARA USTED
142784639667421184***,***#Teletonchile CUANTO ES EL PORCENTAJE QUE SE LLEVA DON FRANCISCO AL BOLSILLO #ANTOFAGASTA
142783955169587200***,***RT @_Camy_LA: #FaltoEnLaTeleton la kenita con su single!! jajaja ..
142783756330221568***,***@kayser957 TE ARDE LA VERDAD
142783686344060928***,***@kayser957 TE HARDE LA VERDAD
142783249423400960***,***#ANTOFAGASTA HT #Teletonchile
142782985048031232***,***#Teletonchile CUANTO DONO PINERA
142782583690887168***,***#teletonchile FALTA LA PERLA KJAkJAKJAk I LA TERMINAMOS DE CAGAR KJAKJkA
142782012229550084***,***#teletonchile CUANTO DONO #PINERA
142781382152830976***,***RT @oposicionpinera: "LO QUE EL PUEBLO NECESITA ES EDUCACION GRATUITA, PORQUE EL PUEBLO ESTA CANSADO DE LAS LEYES DEL MERCADO" Se grito  ...
142779353648992256***,***RT @Japo_Val: Tener solo senal abierta y no poder ver otra cosa que no sea la #teleton xD cagamos.
142775627664199680***,***QUE DESMOTIVANTE EL COMIENZO  DE LA  #TeletonChile CREO QUE TIENE QUE SER OTRO FORMATO !!
142774665427959808***,***@yasni_x87 ME PARECE PRUDENTE DE TU PARTE DEJAR LA RUTINA XD  SIGUE ASI TE TENDRE QUE LLAMARTE POR CL ENTONCES JOJJOJJO
142773861165969408***,***@yasni_x87 BIEN PU MI GUA GUITA NO LA OLIA EN LA RED XD
142773061249273857***,***#ANTOFAGASTA #SANTIAGO #CHILE Para los hinchas azules, en especial al arquero asesino:Senores disfruten s… (cont) http://t.co/1abgaAOd
142772251698270208***,***@yasni_x87 HOLA MUJER APARECISTE TANTO TIEMPO SIN LEERTE WOOW
142771399877079040***,***nos da lo mismo que ganen la caga de sudamericana porque nunca nos van a llegar ni a las rodillas, no se olvid… (cont) http://t.co/B0u06DYM
142771312316776448***,***Para los hinchas azules, en especial al arquero asesino:Senores disfruten su felicidad vivan su presente goc… (cont) http://t.co/BWFIvWOk
142770567114788864***,***aprobechen el buen momento porke el cometa balet aazxl se ve pasar cada 50 anos ajsjjasjajsjasjjasjajsjasjajs xD
142721289017237504***,***@daanikis i tu que te haces querer jajajajaja terrible xD
142721070489800704***,***@daanikis mijita xD
142720978168979456***,***Se nos va el ano que terrible
142667588625899520***,***Perspectivas
142666719025049600***,***La apuesta por el cambio…
142615058789306368***,***Mirame a mi, mirame bien Aunque tenga cara de bonito me acomplejo yo tambien
142614364963352576***,***@dannielabrownie 22 te sirve !
142614067796905984***,***comiendo un flann nex 72 kl !! como media manana joojoj
142612757676691456***,***Terminando una buena semana. .. ! El martes a faena !! que terrible
142609256376569856***,***El dia esta para los 2's dejados llevar por el alcohol !! hahah  & hoy  una noche los ponemos cocoroko !!!
142608219188117505***,***buen  dia #antofagasta se provee un rico i caluroso dia de solll  segun mi posicion noreste
142456506930040833***,***@Melissa_Altamir cuchi cuchi xD para que se alegre :P
142454784669138945***,***@Melissa_Altamir yo me demoro o tu la que no responde ??? jajajajaj
142446373046988801***,***@Melissa_Altamir ^^!
142443912580173824***,***@Melissa_Altamir lindaaaaa :$
142441770221961216***,***RT @Melissa_Altamir:jajajajaajajaj // te respondi tu mensaje interno xd
142439472355745792***,***SI TE GUSTO PONLE ME GUSTA Y POLOLIAMOS...;) HAS UN RT XD
142436465153028096***,***@aguilera_titi @Nictofeveryaaa SIIIII I UN GRAN ACIERTO  JAJAJAJJAA Xd
142435023965011970***,***@aguilera_titi @Nictofeveryaaa   shuaaa, una piscola primero, o un pucho por lo menos xd // DEMAS QUE SI POR LO MENOS NO ME DICES NO JAJAJAJ
142433191725240320***,***@Nictofeveryaaa, @aguilera_titi yo voy en buena onda con el senor guillermo :) y el, la acepta?// OVBIO SOMO NOVIO AHORA XD !!
142432120663572480***,***@Nictofever  @aguilera_titi a mi me gusta una cafeteria q se llama rombos,calle latorre parece ?/ perfecto me parece buen lado para charlar!
142431054022713344***,***@aguilera_titi @Nictofever no me echaras las putia como el otro dia !!
142425057166245888***,***@Nictofever @aguilera_titi cuando seria?
142424419653005312***,***@Nictofever @sikermix hay otra nina la @aguilera_titi que igual quiere ir, les tinca juntarse a tomar un cafe antes "D"? // no es mala idea
142422019445768192***,***@Nictofever del florencia sur ?? centro o norte ??
142421526728294400***,***@Nictofever plopp donde queda eso jjojojooj
142421158501949440***,***RT @Nictofever: estamos = averigua te i me comentas como es el movimiento !!
142420541544988672***,***@Nictofever pero tu le pegas al al cosio ?? por que yo tengo la intencion  pero para el perreo jajajajaja  salsa me interesa xD
142385052574158849***,***@Nictofever donde seria ? todo listo ?
142384385151344641***,***el badoo es muy cambollano jajajajajaj terrible !!
142378240638586881***,***el dia que mi barrio conozca y reconozca ke sangre llama sangreke nunca vamo a terminar con la droga si n… (cont) http://t.co/8hxyy3TM
142377634276442112***,***por haber perdido el senitmitnto del miedo
142376680156180480***,***Dale Vamo' Arriba Suelta, Ponte Experimental
142374094183202816***,***hay hay hay oohh (8) ....No se me valla a ilusionar ,de mi no se enchule ,no se me enamore yo no regalo flores..(8) hay hay hay ohh
142373594012450816***,***Si quieres bacilar solo me avisas Que para ti tengo ready la Visa @
142373212779577344***,***Una vez mas contribuyendo a la evolucion de este fucking
142372991693619200***,***No me la tilden de interesada, no Que ella solo asegura su futuro, No me la miren mal por que le gusta farandulear
142371837765095426***,***@FranDanae JAJAJAJ POR ESO ERES NOTABLE XD
142371494104805376***,***@FranDanae UN ENCANTO !! DE NOTABILIDAD DICES TU ^^!
142370941928865793***,***SI MANANA TE VAS , MANANA TE OLVIDO  O TE QUEDAS O TE VAS ...!!
142370415594061824***,***@FranDanae SI ESTAS HABLANDO CON UN TIPO DE PERFECION , ESTAS HABLANDO DE EXELENCIA XD
142369858523365377***,***@FranDanae ooOOOOOOOooooo QUE MALL  :(
142368973349072896***,***@FranDanae DE ECHO COMO QUIERE QUE PIENSE ALGO MALO DE USTED XD
142368783145762818***,***@daanikis MIJITA XD
142368408871256064***,***@FranDanae eres notable !!! xD
142367471872118784***,***@FranDanae que atroz xD jajajajaja lo quiere asi con incertidumbre ^^!
142366108605882370***,***@FranDanae jajajaj Que terrible dejalo a tu imaginacion  ;-)
142365227021897728***,***@FranDanae me encanta cuando me dices asi  wooooooow me dejas cocoroko xD
142365066887561216***,***@iAkure algo asi jajajaja  #otravida xD
142364130077188096***,***Primer dia del ultimo mes del ano. #antofagasta #chile #mundo #humanidad
142334707248545792***,***quien tiene el test psicologico .. Incendios - Vida - Accidentes: para trabajo bajo presion  con las fechas   #antofagasta #santiago #calama
142314314433429504***,***ESTAMOS DE VERANO  !! SE SIENTE QUE TERRIBLE MENOS  MAL QUE ESTAMOS EN LA COSTA #ANTOFAGASTA I NO EN #CALAMA
142313623698681857***,***disposicion la ficha tecnica de este modelo de Chevrolet
142290859990319104***,***como celebran partidos esa es la gran diferencia en la historia !!!!
142263571718483968***,***RT @Ricardomarinp: llegar al motel oasis en la rotonda 6 calles mas al norte una  calle antes de llegar a aguas caliente ed perez zujuvic
142261493499568130***,***Que sin mirarme me decias???
142258327550828544***,***Pero eres perfecta, tu cara, tu cuerpo, tus ojos tambien tu piel , tu olor :$
142257210691563521***,***Conozco tu debilidad (Cual es?)
142256656066166784***,***Oye, los dos sabemos que es lo que esta pasando
142256483999039490***,***Sera cuestion de tiempo
142256391321694209***,***el Plan B esta al dia
142249053479124992***,***RT @PCortesC: #antofagasta. Control de carabineros en la costanera cerca del motel costanera...
142245598211485696***,***@soyantofagasta tambien tengo un video de un camion ALTO TONEL GE transitando desde el kl 12 hacia la costanera #ANTOFAGASTA
142056810608738305***,***BRASILENOSSSSSSS QLSS NIUN BRILLO LOS GUANACOS
141703949592956928***,***HASTA MANANA A TODO MUNDO!!
141699420965191681***,***@Melissa_Altamir cosas entre tu i yo ;)
141698908651913219***,***@Melissa_Altamir Sacate esa Blessss , esa que quita el estres eXpress xD
141698047783600128***,***@Melissa_Altamir que atroz xD
141697677808246784***,***cuando abren la temporada de playas en #antofagasta
141697010398019585***,***@YaraMartinez_  a puro vino entonces  que sepa toma jjajajjja
141696469773205505***,***cambiaron su foto de perfil por la de la #teleton #antofagasta
141695236308082688***,***Zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz........
141671715590782976***,***Try to keep my balance but i still fall I don't know how i fall so hard Right into your arms Right beside yo… (cont) http://t.co/pJEIUlR8
141593176459853825***,***@ThisisNickole jajajajaja si pero fue terrible jajajajajaj
141592156006645760***,***@ThisisNickole note que alguien me miraba obsesivamente mente xD
141591832848121856***,***@ThisisNickole note que alguien me mirava ab
141590768786751488***,***@ThisisNickole ERA YO
141590284927643648***,***@Melissa_Altamir SOLO DIGO LA VERDAD !!! XD AMOROSA !
141576114651938816***,***@Melissa_Altamir i usted es la mas linda hasta esta hora del dia  :)  good afternoon
141571962626523138***,***RT @Melissa_Altamir: estadistica de Chile en especial de antofagasta jajajaja mineria turnos etc jajajaja saludos ;)
141553976008114176***,***MUJERES QUE JUEGAN EN LINEA SON MAS CACHONDAS EN #ANTOFAGASTA Estudio conto la pulenta sobre feminas aficionadas al raton y el teclado.
141232256097329152***,***TIEMPOS DE VERANO EN #ANTOFAGASTA HABRA QUE APROVECHARLO YA QUE SE VIENE EL INVIERNO BOLIVIANO
141231674192179200***,***RT @villegasdiego: Tur-Bus Cargo #Antofagasta que servicio mas penca. 2 horas esperando por una encomienda
140970232310267904***,***Que Terrible Tardera xD Esta Como para Repetirla ^^! jojojojo
140497244473393152***,***RT @daanikis: JAJAJA no muy lejos xd RT @sikermix: RT @daanikis vamos a juan lopez xD" // bueno ala portada xD
140496653437239296***,***RT @daanikis: Que hace calor wn // vamos a juan lopez xD
140496539704508417***,***se arrienda casa en altos club hipico perez canto con juan pablo #antofagasta ..
140448364931190785***,***ya estamos ready para el verano xD!!  asi de simple jajajaj
140265151294226432***,***@Ediithax
140239337651580929***,***si quieres un equipo de perfeccion estas hablando de mucho dinero !!
140237505013366784***,***jajajaj la letra chica empieza aumentar de tamano que tal xD ...Other songs by this user
140237104960638976***,***Other songs by this user
140215208311402496***,***se arrienda casa en altos club hipico  perez canto con juan pablo #antofagasta
140197183881355264***,***RT @Priscy_00: #antofagasta  juran q xq tienen camioneta manejan mejor y pueden exceder la veloc legal en ciudad..Awebonados!! /// wooow xD
140196378738556929***,***Necesito un lanzaso como el del Valdiviaaa!!! #antofagasta
140183170749440000***,***jajajaj la letra chica empieza aumentar de tamano que tal xD ...
140168258891431936***,***QUE LLEGUE EL INVIERNO BOLIVIANO A #ANTOFAGASTA
140110952904404994***,***jajajaj la letra chica empieza aumentar de tamano    que tal xD
140082395952054273***,***RT @pixulonko: Caarabineros parteando. Como loco a los. Estacionados en maipu hacia arriba desde condell en #antofagasta niun brillo!
140068754938806272***,***cuando era chico, le tenia miedo a los curaos, ahora son mis amigos y yo soy uno de ellos jajajajajaja
139724369059528705***,***QUERIAN EL MONUMENTAL LAS MADRES MARAKAS PARA JUGAR KJAJAK SON CARE RAJA LOS WN ANDAR PIDIENDO EMPRESTADO E… (cont) http://t.co/8wBuaeaD
139462067731181568***,***@aguilera_titi A espera abogada culta animada i inteligente que atroz  no tires mierda si no la recibes que no te asienta
139459178019303424***,***@Javii_Alexandra violeta xD jajajaj ht que terrible !! XD
139458616901111809***,***@aguilera_titi para que lees pobre bosta enjuiciada
139447846347878400***,***@michael_doliann viejo no me moleste si eres amargado pronunciate para otro lado ok  #antofagasta ahora hay que pedirte  permiso ??
139446251899990016***,***esta bueno el partido de barcelona con el mila 2 a 1 gana barcelona  pero lo tienen acorralado al barza jajaaja #antofagasta
139446055199711232***,***esta bueno el partido de barcelona con el mila 2 a 1 gana barcelona  pero lo tienen acorralado al barza jajaaja @antofagasta
139445204859109376***,***deberia salir cerveza express a 150 Wn #antofagasta
139362265605484544***,***RT @Cristian_barraz: Se viene &quot;Sol y lluvia&quot; al Cafe del Sol de #Antofagasta
139352110377607170***,***RT @estrella_antofa: Antofagasta ocupa el quinto lugar a nivel nacional con portadores de VIH. #SIDA http://t.co/zqsijKyT
139351961047805952***,***#antofagasta buen dia ...fanaticos de los babasonicos que paso con sus grupo no compraron las entradas rebajadas xD
139351614552154112***,***esto esta caliente estamos obligadoss a sxdar
139351312570650624***,***ahora si que escribes la verdad memo dios nos quiere siempre y nos espera todos los dias solo ay que creer bendiciones......
139350902858461185***,***estoy que me cago !!
139349547024523265***,***PARA NAVIDAD NO QUIERO NADA DE REGALOS, SOLO QUIERO UNA ESCALERA LO BASTANTE ALTA PARA PODER IR A ABRAZAR A LO… (cont) http://t.co/YYnoW6nV
139176704542392320***,***en la madrugada temblara en #antofagasta 6.0 para despedir el 22/ 11/22
139176269815361536***,***Situacion sentimental . : he pasado de estar soltero a estar como quiero ;) XD
139161745997574145***,***RT @aguascalmadas: luces que caen en el horizonte, ruidos subterraneos, que honda, esta cuestion se esta volviendo pelua #Antofagasta
139158429641093120***,***74 km al SE de #Calama: #ANTOFAGASTA  Preeliminar:SiMagnitud:4.04Profundidad:188 Km...SSUCH - PRELIMINAR] 10:45 HORAS
139157520487944193***,***OTRO TEMBLOR EN #ANTOFAGASTA
138813692228812800***,***Es triiste ver a personas que no valoran Las cosasy los regalos que papa Dios nos da Tales Como la vida… (cont) http://t.co/Z5w88MMN
138702346191519744***,***QUIEN TIENE EL Test #PSICOLOGICO de trabajo bajo presion es el tipico de seguros de incendios #ANTOFAGASTA #SANTIAGO #CHILE #CONCEPCION
138688237270081538***,***ACEPTABLE LA NUEVA CONFIGURACION DE FACEBOOK XD ..!!
138670717502885888***,***SERA LA CLAVE PAGAR CON LA MISMA MONEDA?
138670207303561217***,***Un buen tabakito, un buen, vino, una buena hembra, y esta buena cancion = una muy buena noche!! #ANTOFAGASTA
138627993298939905***,***LA vola la mina queria licencia para conducir anfibios en la caleta jjaajaj fue a sacar licencia i la terminar… (cont) http://t.co/OG0A4pc3
138627184129609729***,***@FranDanae ohhh yess remarkable xD
138626675549286400***,***@FranDanae i mas encima una nissan terrano jajajaja no puedes jajaaj gracias
138626250297188352***,***@FranDanae notable entonces xD
138625487189721090***,***RT @tomaskala: En vola la mina queria licencia para conducir anfibios #Antofagasta
138625390813003776***,***@FranDanae jajaja que terrible esa mujer jajajaj enterate i me comentas mujeres al volante kjaJAKJak :)
138624997542465536***,***@FranDanae sabes que paso en la caleta !! chikilla?
138624517512769538***,***@FranDanae jajaja es fuera de lo comun xD o  es como que terrible xD j kajssjaksaks
138623834713620480***,***@macky_o se callo una vieja a la posa de la caleta con su camioneta jajjjaj i la en pesaron a seguir los lobos
138623458274836483***,***@FranDanae que mujer mas sexy diciendo notable woooooow salud por eso jajaja
138455216885465088***,***@FranDanae notable xD
138455176876007424***,***RT @FranDanae: @sikermix Ahora no dije "notable" :O :S? xD
138454711002083328***,***@FranDanae me encantas cuando dice notable xD
138425963674476544***,***RT @rodrigoaltuba: Me encanta cuando las colombianas me dicen papi... jajjajajajajja... En #Antofagasta esta lleno de extranjeros!!!!
138420334058680320***,***ACEPTABLE LA NUEVA CONFIGURACION DE FACEBOOK XD ..!!
138420035608784896***,***@daanikis HERMANITA ESTAS MAS FILETE QUE UN PLATO DE PALMITOS CON PALTA XD ..!!
138279663821795329***,***muchas horas de viaje, pocas horas de sueno, nada de descanso, todo para alentarte 2 horas en el estadio si… (cont) http://t.co/PHxdVTbG
138278528411119617***,***@daanikis si que no voy mas jjajaja
138277395949027328***,***RT @daanikis: jajajja que paso hermano? /// jajajaj esa moove que terrible de los 4 que fuimos todos perdido en los rincones i las matas xD
138276753566220288***,***quien dijo que nos perdimos jajajaja! donde se metieron todos jjajajaja que terrible xD!
138052501265072129***,***PREVIA , RE DEBUT EN LAS PISTAS EN #MOOVE CON LOS COCOROCOS JAJAJ QUE TERRIBLE!! XD
138009422831165440***,***RT @_HugoLopez: Taco gigante x falla en tren cerca del mall #Antofagasta esta la ca
137998934021914624***,***RE DEBUT EN LAS PISTAS EN LA NOCHE JAJJAJA QUE TERRIBLE!! XD
137346653119201280***,***QUIEN TIENE EL Test #PSICOLOGICO de trabajo bajo presion es el tipico de seguros de incendios #ANTOFAGASTA #SANTIAGO #CHILE #CONCEPCION
137282377394290689***,***RT @iAkure:  21.45 // VALE!
137281851961262081***,***RT @kalule21: Estacionamiento de mall #Antofagasta no entrega boleta, evaden impuestos?
137281608150564865***,***A QUE AHORA JUEGA LA U #ANTOFAGASTA
137274351312572418***,***RT @mary_sv7: Semaforo apagado en Sucre con San Martin tiene la embarrada con los autos. Recien hubo un choque. #antofagasta
137247529027899392***,***ahora a entrenar !!xD
137237012737560576***,***RT @CamiloMM13: Ya CTM por fin al aeropuerto calor CTM de santiago la cago. Por fin a mi #Antofagasta querida
137175090579247105***,***62 km al N de #antofagastaPreeliminar:	SiMagnitud:	3.65Profundidad:	13 KmHora cerca del Epicentro:	2011/11/17 11:03:45
137174330021912576***,***QUIEN TIENE EL Test #PSICOLOGICO de trabajo bajo presion es el tipico de seguros de incendios #ANTOFAGASTA #SANTIAGO #CHILE #CONCEPCION ..
137164347884580864***,***QUIEN TIENE EL Test #PSICOLOGICO de trabajo bajo presion es el tipico de seguros de incendios #ANTOFAGASTA #SANTIAGO #CHILE #CONCEPCION .
137015746374017024***,***RT :QUIEN TIENE EL Test #PSICOLOGICO de trabajo bajo presion es el tipico de seguros de incendios #ANTOFAGASTA #SANTIAGO #CHILE #CONCEPCION
137011253922119680***,***QUIEN TIENE EL Test #PSICOLOGICO de trabajo bajo presion es el tipico de seguros de incendios #ANTOFAGASTA #SANTIAGO #CHILE #CONCEPCION
136837324293148672***,***RT @pixulonko: @carabineros como no van a partear afuera del Giant, santa maria o similar? Es increible 3pistas  X los papis! #antofagas ...
136835318635708416***,***RT @gonantofagasta: Cachense lo fino de #pullman cargo #Antofagasta  http://t.co/fZ2ttBYD
136827109405507584***,***Tramites bancarios Un desastre Tanto Para Depositar o girar Que Terrible !!!!
136825235159789569***,***Un segundo chileno se podria sumar a Sanchez en el Barcelona #antofagasta #chile
136575564944388096***,***RT @CDF_cl: CHILE V/S PARAGUAY: En vivo desde las 20:00 hrs. con los relatos de Claudio Palma y comentarios de Dante Poli ¡!
136518432857403392***,***RT @ciper: ALERTA CIPER» Felipe Bianchi: “La generacion dorada de Bielsa ya no existe: ¡esto ya no tiene vuelta atras!” http://t.co/edV8yVw2
136517891049795584***,***RT @FilipyDark: @sikermix Jajaja tatequieto xD http://t.co/hdZNOd0i
136517824272273408***,***RT @prod_chileno: @sikermix y el video? http://t.co/hdZNOd0i
136517745897504768***,***RT @prod_chileno: @sikermix y el video?
136517544734494721***,***tatequieto Echa un vistazo a este video. -- #Ladesignada Camila  Vallejo Vs tatequieto  Ena Von Baer http://t.co/o3UrRGkq via @youtube
136516588764528640***,***#antofagasta #chile Camila Vallejo le pego un tatequieto a Ena al final de Tolerancia Cero Echa un vistazo a este video. --
136515209044049922***,***RT @pixulonko: Carabineros esta parteando frente a terminal buses #antofagasta, niun brillo
136504103604994048***,***This communication is for use by the intended recipient and contains information that may be privileged, confi… (cont) http://t.co/CJBnBmWa
136473042472796161***,***POROM POM POM!!! POROMPOMPOM!!!! EL QUE NO SALTA ES WACHITURRO MARICON E HIJO DE PUTA!!! #antofagasta #santiago #chile
136462422742536192***,***RT @CDF_cl: CHILE V/S PARAGUAY: En vivo desde las 20:00 hrs. con los relatos de Claudio Palma y comentarios de Dante Poli ¡Prefiere CDF!
136461778019291136***,***@PercyCorrales hay que ir a la municipalidad i preguntar el guardia de la entrada donde dirigirte i quedas listo!!
136461536981032962***,***A TODA AQUELLA PERSONA QUE HABLA A MIS ESPALDAS SE LO AGRADEZCO DE TODO CORAZON Y SE LO VOY A EXPLICAR EN 3 SE… (cont) http://t.co/YRqeIF75
136434160075157504***,***Cientos de voluntarios limpiaran desde el Nudo Uribe hasta el kilometro 12 #antofagasta
136434090789437440***,***Cientos de voluntarios limpiaran desde el Nudo Uribe hasta el kilometro 12
136188930251948032***,***Mira la Luna Que linda se Ve...!Tu y Yo juntitos pasandola Bien...Yo Soy tu Romeo & Tu mi julietaYo Habland… (cont) http://t.co/0hyvjVxc
136142753565380610***,***Tramites  bancarios Un desastre Tanto Para Depositar o girar Que Terrible !!!
135957341324578817***,***cuando mas te confias las hormigaste enganan atacan en equipo como las piranasaunque sean pequenas gracia… (cont) http://t.co/C4y9BF9H
135563090984046592***,***A MI NO ME IMPORTA NADACOLO COLO ES LA ALEGRIAQUE TIENE MI CORAZONEN LAS BUENAS Y EN LAS MALASLA GLORIOS… (cont) http://t.co/puQkAj46
135549539460460545***,***#antofagasta #chile Echa un vistazo a este video. -- Shakira - Antes De Las Seis http://t.co/BDpRmE2Z via @youtube
135549147641159680***,***Echa un vistazo a este video. -- Shakira - Antes De Las Seis http://t.co/BDpRmE2Z via @youtube
135548161182806016***,***#antofagasta 3573 M3N54J3 35 94R4 D3M057R4R L45 C0545 74N INCR3I8L35 QU3 9U3D3 H4C3R NU357R0 C3R38R0. 5I L06R4… (cont) http://t.co/hgxkbg1m
135544975340482561***,***Echa un vistazo a este video. -- Chora me Liga (Joao Bosco Vinicius) "Letra y Musica" http://t.co/HGNKNjml via @youtube
135543621398179841***,***este macho se pone ready para sala murano #antofagasta  ! xD
