671183772189106177***,***She and her face😀And I always smiling and cacheton😀😁 lol #Day #Relax… https://t.co/kl1AWXvP66
537487249798340608***,***Bro @martel_02 ellos @FarrukoPR @coscuelprincipe todavia son amigo lo que pasa que siempre hay inconveniente en el genero saludos =D
537115755763208192***,***@BBjlo @JLo's Booty music video has been #1 on iTunes for 2 weeks!!! So amazing! Go @jlo &amp; @IGGYAZALEA! http://t.co/actCPNbSoU"
537073077210058752***,***RT @tutorialscup: @_RichardMachado Hola:)) Claro, ya te segui de vuelta 😊😊
536969164062478337***,***RT @sistertemeraria: @_RichardMachado Te quiero...
536969124745076742***,***@sistertemeraria te quiero mucho ♥
536874869741588480***,***RT @Rodriguez7_MJ: @_RichardMachado gracias manito😘☺ #TeQuiero
536763804571693056***,***@Rodriguez7_MJ felicidades mi chaparrita bella que dios te regale mas anos de vida te quiero mucho mi consentida *--* (♥.♥) besitos tiernita
536647028680687616***,***Desde mi casa seguimos trabajando en un tema triste esperenlo pronto mi gente. http://t.co/An0bX8cN8L
536620887404216320***,***RT @Dntato1: Saludos compa a todos en puerto rico http://t.co/ysqr1383DU @_RichardMachado
536376255114125312***,***RT @reybinky: @_RichardMachado bien hermano estamos al 100 full y tu que hay
536376242459901952***,***@reybinky igual hermano activo con mi gente y tambien con su musica..
536275207716356096***,***RT @reybinky: @_RichardMachado que hay
536275196223963137***,***@reybinky dimelo hermano que es lo que hay?
536214472948715521***,***RT @Jessie_Mejia: @_RichardMachado amen y gracias
536190221969534977***,***RT @CarmenBoquin: @_RichardMachado @LipstickFables 😘
536039232800710657***,***RT @LipstickFables: @_RichardMachado @CarmenBoquin muchas gracias Richard! Un fuerte abrazo xoxo
536036766789009410***,***Siempre las apoyo @CarmenBoquin @LipstickFables ustedes son las mejores las felicito dios las bendiga ojala lean mi twett beso y abrazo♥
536035244848054272***,***@Jessie_Mejia espero que estes bien solo pase a desearte lo mejor en tu vida te admiro mucho ojala me responda dios te bendiga besos :* ♥
535644374500397056***,***Pues ahorita estamos #Cacheton y algo #Gordo estoy subiendo de peso :( lo peor va aser bajar de peso… http://t.co/oa2aTz3ZTq
535603886330224640***,***@kellynda_one @PaulinoKelsy @esthefperdomo es duro aceptar que no esta ~&gt;@alvarado_majo  dios quita a las personas que mas queremos :(
535603711641669633***,***RT @kellynda_one: @PaulinoKelsy @_RichardMachado @esthefperdomo @alvarado_majo  Esto tambien es un dolor de latinos, a su madre, que Dios l…
535480571250880512***,***RT @PaulinoKelsy: @_RichardMachado @esthefperdomo @alvarado_majo
535285506519887872***,***Cuando estoy mal lo primero que hago es abrazar a mi hermana ya que ella me quita todo el dolor que… http://t.co/QcCV07l2DB
535108376582033408***,***Levantarme a estas horas y solo para que me digan que tu ya no estas :'( #Majo y #Sofia gracias por… http://t.co/QC9KevKDPg
534932448904105985***,***#MariaJoseAlvarado  y #SofiaAlvarado  ya te queremos de vuelta :'( este dia no fue alegre todos… http://t.co/q4knoO5UuQ
534721047690743809***,***RT @ELSOCIOHN: @_RichardMachado saludos manin bendiciones
534584449741365248***,***RT @PINARECORDS1: Hay "amigos" que le molesta el crecimiento del otro, por eso es que debemos ser mas cuidadoso cuando los escogemos, son f…
534582345354182656***,***RT @GoHardKissFans: @_RichardMachado CHECK OUT VIDEO Wonder Why @JadakissRose feat @WollaUpNext Dir. by @Smash_Abrams http://t.co/2yAYCYAre…
534582283857309696***,***RT @FrankNights: @_RichardMachado  http://t.co/oJV0Q3rApq please download my new mixtape check it out you won't be disappointed
534576465325875201***,***RT @ReinasHonduras: El centro politecnico del norte te invita a participar en la marcha para exigir la aparicion de Miss Honduras... http:/…
534548682281345024***,***@esthefperdomo animos amiga entiendo tu dolor no solo tu estas pasando eso somos muchos tambien sus familiares de @alvarado_majo follow me
534545973373333504***,***RT @The_Unkle_Rikoe: :D $uperb @Retweetsjp @M_A_Y_A_R_111 @nefudaboss @UnkLE_rIkOe #RT #FAV #TFBjp   #MGWV  @nine_oh #VIP @Kat1sss #TEAMkat…
534388985557028864***,***Gracias por el regalo  #Marlon.  Se le agradece mucho. http://t.co/kpbu1kIdnI
534182915178233856***,***#LoveUMommy♥ http://t.co/bMJzqfkccN
534182411383222272***,***Aqui con el alcalde #JuanAlvarado El Dolor de muchos. Quien dijo miedo cabron. http://t.co/PFCglIprfy
534084841076035585***,***Domingo aburrido pero bien bendecido siempre.  Estamos activo mi gente. http://t.co/ALTT8fhjBt
534053425982738433***,***RT @roxanajanethv: Borra sus fotos, si regresa se tomaran mejores. Borra sus mensajes, si vuelve te mandara unos mas bonitos. Y si no, ¿par…
534010158922596352***,***Mi Gente bella y todos mis seguidores les pedire un favor enorme.  Unamonos todos a una cadena de… http://t.co/BrI8B0pFtm
534005654365933569***,***RT @lyz_varela: Caso #999 #MilManerasDeMorir Te Amo♥-Gracias!!" A quien no le va caer mal esooo??? http://t.co/rt07SdRmAc
532976627039617025***,***El disco que mas me llega #Imparable le metio duro a ese disco toda su musica es full completo dimelo @ogblacksugar http://t.co/ym7sY54VFe
532936928371675136***,***RT @reybinky: @_RichardMachado saludos
532568146331586561***,***RT @Luv2Kyss1: ⭐🌙⭐ #TeamFollowBack ⭐🌙⭐👉  #RETWEET👉  FOLLOW ALL WHO RT👉  FOLLOWBACK👉  GAIN WITH #MGWV👉  #FOLLOW ☞ @_RichardMac…
532394409414131712***,***#Dios ♥ http://t.co/5iFNlekWBl
532342848083873793***,***Bien #Sudao en el #campo con los #pana. Quemando #grasa cabron http://t.co/oJ74rOUUkn
532332696962232321***,***El #Gordito filotio. Estamos activo mi gente :D http://t.co/dnrvAVyUqm
532030951598329856***,***Solo para Artistas Interesados. http://t.co/I2x9yVyynT
531665829621153792***,***:( Esto es cierto. http://t.co/Xzp8ndkcB9
531538708445806592***,***Acabo de publicar una foto http://t.co/uoyk3aE62M
531536913472036864***,***#Filotiao con mi #HermanitaIsabella y la prima #Elizabeth :P http://t.co/ON1yegNKLa
530929056167239681***,***RT @tankshitkb: @_RichardMachado Check out my single "I'm The One" off my up coming album Set It Off http://t.co/Rp3I05PD6R
530549108230983681***,***RT @DarrenlMiller: @_RichardMachado STOP ✋Hot funny video retweet♻by http://t.co/PZYSnheE06 Girl I'll Skype You (EDM) (NEW HILARI…: ht…
530533041631158273***,***RT @Rockampeonato: @_RichardMachado Listo Richard.
530100400834490368***,***Esta vida me ha quitado las cosas que mas he querido en mi vida. Primero fue la perdida de mi abuelo… http://t.co/dq4414OmKy
530059018379608064***,***Pretty Sister♥ http://t.co/tHpFDBea9L
529800854237233152***,***RT @ATLANTA404_: #ƬӇє➽#BⒺՏ╫➽█▬█ █ ▀█▀➽ℱℴℓℓℴω➽@TENDER_HEART__ @Smokin__dopeeee @RobbieSmoove_ @_RichardMachado @1MackLowery @IstarveFatHoess…
529722945024057344***,***Todo raro pero bueno siempre saludo a mi gente que me quiere y me lo ha desmotrado de verdad. http://t.co/huTwV58epW
529700384923983873***,***RT @Melychikis: @_RichardMachado saludos! Te sigo!
529480096751837184***,***Yo Amo A mis Hermanas porque puede ser el regalo mas bello que mi Dios me dio en mi vida siempre las cuidare y amare por siempre♥
529142822327582720***,***RT @Jo_Wooden: SHOUT OUT TO ➡ @_RichardMachado http://t.co/qgLZkgM8BX
528939662510149632***,***RT @TigoHn: @_RichardMachado Estamos para servirte, feliz dia :)
528774306332164096***,***RT @Poetadelciel0: Escribamos mas tuits con el hashtag #rindotodoaDios hasta que nos duelan los dedos, me ayudas =) bendiciones
528769560644964353***,***En Honduras deberia de aver apoyo en el #Talento que muchos poseemos. Solo apoyan cuando los Hondurenos sobre salen en otros paises.
528768272800698368***,***RT @SoIoMensajes: Nada mejor que un abrazo cuando estas triste.
528572943501373440***,***RT @_Chicken_Boy_: @_RichardMachado saludos amigo
528351293018869761***,***El #Cacheton que Odian .i. Pero #Millones me #Aman. #LosMenores ♥ http://t.co/HNBKEg7htE
528318630065635328***,***RT @i80equipment: #FollowFriday Thanks @SGLPANAMA3 @sternindustries @_RichardMachado for being top new followers in my community this week …
528318618858455040***,***RT @AVA_MiGoGroup: @_RichardMachado Listen to THE WALKING DEAD (beat) by @RealKillaKVA get your beats for the low! #killakhttp://t.co/orIZ…
528318453695152130***,***RT @gcu: Register for Vicki Davis's education workshop @GCUArena by TODAY for an early discount! http://t.co/Aeh6Fv20qn http://t.co/mmcr1RN…
528215097232355328***,***RT @fscloudradio: S/O @_Picasso_777 @marcantoine92 @LouiivBeatz @javoelrusio @Musicvideosub @_RichardMachado @CarlaBMusic via http://t.co/5…
528215052722397184***,***RT @Streetseeker: Hi @_RichardMachado, thanks for following welcome to #SSR
528214978344792064***,***RT @The_Unkle_Rikoe: #Halloween #VIP @unkle_rikoe- #VIP Jay Levanne - Bad Muthafucka: http://t.co/V4U7bmcL43http://t.co/0MORPwcoav S/O 2 …
528017476546609154***,***Para mi eso es tontera lo de #Hallowen pero mucha gente se recuerda de ese dia #satanico y De Dios que… http://t.co/HXXbzNrLip
527951382926852096***,***RT @ghettymusik: S/0 @_RichardMachado
527927407765114880***,***RT @TukiMonster: #TukiTrain @carolinaexecs @DJSwitchthagame @DnBPromo @baliglobal001 @sorcerer121 @sspn79 @fin_heys @_RichardMachado @TheED…
527907565607596034***,***RT @starruthless8f1: @_RichardMachado mm muchisima gracias y gracias x lo de hormasa igual se le quiere 😘😘😘😍😍😍😍😘😘
527906073068711937***,***Feliz cumpleanos a la hermosa @starruthless8f1 se le aprecia mucho amiga♥que dios te de mas anos de vida♥besos y abrazos Saludos♥
527893324259414016***,***RT @lildukeent: @_RichardMachado http://t.co/DpfYmhdaTa
527891963350360066***,***RT @Flowers007: @_RichardMachado much appreciation on the follow and massive respect to you Almighty!
527891961882378240***,***RT @josejorgeruiz: @iambienteCities @prodireducation @AlejandroVeloC @_RichardMachado Thanks for following!
527883885825495040***,***RT @MacKillin: @_RichardMachado https://t.co/3078lsJjPM Sail Remix : So Cold
527882218178629632***,***RT @FarrukoPR: Q8: .@Latina que se enfoque en lo que quieren, que sigan su sueno y le pongan empeno y disciplina y que no se rinden #AskFar…
527879471089876992***,***@Latina le dieras la oportunidad a un fans tuyo de hacerlo cantante @FarrukoPR  #AskFarruko
527839399175016449***,***Los Verdaderos Hijos de Dios no celebramos Halloween. http://t.co/rWftHGnzmA
527559919097352192***,***La primera vez que te agregue a mi #FbPersonal y cuando me mandaste ese tema que me gusta mucho bro y… http://t.co/ebcOjukJRW
527519770716147712***,***Nunca dejes que nadie te #Subestime que nadie te baje la #Moral la #Autoestima hay que seguir adelante… http://t.co/cJiExZJPyH
527516145998262272***,***Cuidando a mi Hermana. Aunque salgo raro jajajPero me gusta la foto jaja ♡♥♥ #IsabellaMachado♥♥ http://t.co/Q23HubETG5
527496887893757952***,***RT @EricaDee88: @_RichardMachado thanks for the follow...follow me on Instagram as well @ericadeefit88 💪
527496718397743104***,***RT @FGGSLIMBLACK1: @_RichardMachado SLIM BLACK x KRISPY MULA "MOTIVATION" shot by @fl…: http://t.co/Nndq73RDkI
527496714966794241***,***RT @Big_Heartz: @_RichardMachado Big Heartz Go Hard Or Go Home-Bear ProductionsTv1: http://t.co/CnIETBUUXQ PlzShare Respect
527311993615958016***,***Bueno mi gente aqui #Descansando un rato. Bendiciones.  #LosMenores http://t.co/p1wzfZwa86
526910817158307840***,***#Activao con mi #Gente #LosMenores http://t.co/aE53Vx0kv5
526820874020986881***,***#LosMenores Disco de #Platinium http://t.co/Jl5HozeU4j
526819859288453120***,***Ya estoy #Ready con el Disco #LosMenores farrukoofficial http://t.co/wpY302uVoA
526783870726070273***,***Mi gente ya pueden comprar el disco mas esperado #LosMenores esta buenisimo :D dimelo bro… http://t.co/3YrkSt9yeY
526781290327330818***,***RT @ximenacordoba: @_RichardMachado ❤❤❤
526611100088143872***,***@Melychikis besos y abrazos espero que me sigas bendiciones estamos activo
526592061487992834***,***RT @FarrukoPR: Apenas 40 min de salida del disco numero 1# en itunes gracias mi gente todo se los debo a ustedes y a… http://t.co/f1HW6zlyyr
526589036438495232***,***farrukoofficial  #Twitcam  #LosMenores  quien dijo miedo? http://t.co/uR4lU4r5L2
526584563804667905***,***uno de los disco mas duros #LosMenores tu mandas bro eres el mejor estamos #activao (@FarrukoPR live on http://t.co/sThQMKaoYK)
526579663481483266***,***Ready with farrukoofficial farrukopr #Twitcam #LosMenores http://t.co/LardzY1VcZ
526577862338678784***,***Estamos en Linea con mi pana farrukoofficial farrukopr #LosMenores :D http://t.co/3WP4joPjHO
526577573028192257***,***estamos activo mi hermano te espero otra vez en Honduras #LosMenores @FarrukoPr (@FarrukoPR live on http://t.co/sThQMKaoYK)
526576966661849088***,***hey panita me resporto de honduras ya tu sabes apoyando tu musica ojala me saludes (@FarrukoPR live on http://t.co/sThQMKaoYK)
526433750780248064***,***My #Babe #GenezMachado She as always bothering ♡♥ #LoveU #Baby. http://t.co/pdSxFHtvfF
526240760702984192***,***Ya tengo #Doctora Te Quiero @sistertemeraria http://t.co/xnyWotRB7w
526196869920473088***,***Mi #TrompudaBella #PanteraRosa #Hermanita ♡♥ http://t.co/XjQ0Cwl0qY
526156464264859648***,***Durante este a tu lado #Hermanita te cuidare y te amare por siempre.  Mi #gordita bella el mejor… http://t.co/igghrszlYx
526156421407076352***,***Lo primero que hacemos cuando nos levantamos es agarrar nuestro #telefono pero se nos olvida algo es… http://t.co/OeNLgKAQms
526156264213319681***,***Que mas quiere #CarlosR con estas #maquinaria http://t.co/Hdl66kLBxC
525841244463714306***,***RT @Miiz_Danii: @_RichardMachado Back? Amol.. ♥
525838363882831872***,***Aqui esta la #Personita que #Escribe mis #Tema la que #Produce mis #Canciones. Eres un orgullo para la… http://t.co/U4NdeiBH67
525775299938885632***,***Hasta mis #Aleritos tienen #cuatrimoto :D http://t.co/TK2aZarnlF
525414308822654976***,***Se que somos los mejores del #CPN #Fusileros♥ http://t.co/TTAZqBkirC
525108261880860673***,***3 meses estar a tu lado #hermanita para mi es una gran #bendicion de #Dios te amo #hermanitaBella ♡♥♥ http://t.co/hnA04R4fEE
525048559297495040***,***RT @ElRecodoOficial: Comunicado Aldo Sarabia Q. E. P. D. http://t.co/8vCiHedr46
524898671113293824***,***RT @DEMBEENOZPROMO2: @_RichardMachado Mixtape] @DKDramaVBE &amp; @Yung_Sty - Dem Beenoz :: #GetItLIVE! http://t.co/LBwXlNX9gW #hiphop#rap#mixta…
524686313334013954***,***RT @MundoDCuriosos: Una perra embarazada beso a un bombero despues de salvar su vida y las vidas de sus bebes de un incendio en su casa. ht…
524652981674074112***,***RT @KIRMovement: @_RichardMachado If you listen to real hip hop, you may like this. Check and subscribe if you're feeling it, thanks! https…
524639904622735360***,***RT @DATgirlTMelodee: .@_RichardMachado Thanks for the #follow Check out my R/B song Head Over Heels http://t.co/6QgYjMMUE2
524603869959970818***,***#Dios te necesito :'( ♡♥ http://t.co/J5ZOFl57aX
524568065649172481***,***RT @udgsounds: THE REAL REASON CASSIDY CHOSE HIS BATTLE MATCH https://t.co/cOOsriMOf2 @SaintNic313 @_RichardMachado @2Two2_Much @BreadBoiMM…
524566431317630977***,***RT @LILBROWNBREEZY: #welcomeTweet @Whine27 @RoRoMagic34 @King__StephenW @TENDER_HEART__ @_RichardMachado http://t.co/SnBdla2emx via http://…
524430856103165952***,***RT @DonBendecido: @_RichardMachado Muchas gracias por tu respuesta. ¡Dios te ha usado para bendecirme!
524423196972679169***,***@DonBendecido yo ya te di follow ahora tu. Estamos al dia con tus tweet #cristiano bendiciones #hermano dios te bendiga. .
524413510768680960***,***RT @DonBendecido: @_RichardMachado ¡Me Bendices! Te regalo una dosis de #Amor: "Tan grande y constante es tu amor que llega hasta los cielo…
524387012884066305***,***This is one of the best songs I've ever heard in my life successes for both greetings @JohnCena @wizkhalifa Blessing. http://t.co/xD6MfB5fDV
524372464303095808***,***RT @carlos2pixrcuad: "@Rafael_Vidac @LuxRmy57 @_RichardMachado @BeatzByBlaycko @Payaso_Cargador @Emaadeorta" Saludos y Bienvenidos" via htt…
524371771467001856***,***RT @TailoMusic: @_RichardMachado gracias bro.. Bendiciones
524344343608705025***,***RT @SJTopChoixe: @_RichardMachado Listen to Pirates(ChoixeWords!) by TopChoixe Fynesse #np on #SoundCloudhttp://t.co/k5wobsWsMx#SupportTh…
524344290844377088***,***RT @TailoMusic: @_RichardMachado si mi bro luego los subo para que los descargues ... Saludos y gracias por el apoyo
524344285446275072***,***@TailoMusic ya ti sabes mi hermano si tienes whatsapp me lo pasas por dm activo ud es el duro
524275897030148096***,***RT @GlamourGirl0910: nfb @_RichardMachado show love go follow
524263001915154432***,***RT @carlos2pixrcuad: @_RichardMachado Recomiendo seguir esta cuenta
524262938333679616***,***@carlos2pixrcuad gracias hermano bendiciones
524171766491799553***,***RT @ElRecodoOficial: Comunicado Aldo Sarabia http://t.co/LdGFX7VSxK
524047785922809857***,***Revisar mia contactos de #Whatsapp y encontrarte a ti mi #hermanito @Dorian_Vikiry :'( es muy dificil… http://t.co/1Tufq16Bt5
524040269826908160***,***RT @MissVCarabobo: @_RichardMachado un beso grandee! Feliz noche😘💙
524020229962493952***,***RT @derealBossanova: @_RichardMachado Have you heard ‘Im Me( Fin)’ by CTK_KINGZ on #SoundCloud? https://t.co/eWdJ5A8Q2Q
523998019268907008***,***El mejor regalo que me daria en mi vida @MissVCarabobo es que ud me salude ojala dios me consida ese deseo. Besos para ti saludos.. ♡♥♡♥
523903866178646017***,***RT @KRXworldWIDE: @_RichardMachado Thanks for the follow! Listen to #MillionTears http://t.co/vgkRkFip8F|#BreakUp http://t.co/BIHXyj63n9
523487704105750529***,***♡ Me and Sister ♥ http://t.co/tvtADGJdCD
523469555491176448***,***RT @Supremeson: @_RichardMachado &lt;Every1Follow!! &amp; PLS CHECK OUT my latest effort http://t.co/S1Sd0irUTn  @Supremeson #Ukhiphop #RT
523467775046852608***,***#Activo http://t.co/7WIboqgKd7
522609749268119552***,***RT @BroerSugiantoro: 😋👍❤❤💋☑@Tvvitter_Bot ☑@BossNayf☑@Poker_Player_☑@svxfy☑@Kelly0912410257☑@greyslayy ☑@_RichardMachado
522605846019440640***,***RT @FOURE_BOYYEEE: #welcomeTweet @Tori_Rayman_ @KaleoBishop @_RichardMachado @BonnyApathy #Listen http://t.co/AifR1JaLoS via http://t.co/B…
522605392099278848***,***RT @saraiespinal: Buenas Noches Mis Amores .... http://t.co/TMjGDDsvJU
522506753574207488***,***I love watching that video Cousin @Randallsanimals he is the best storyteller i support bro blessing my friend :D :D http://t.co/E65oADERLb
522468882146017280***,***Hey farrukoofficial  mira tu panita cantando #VoyA100 http://t.co/kPceh0qOgZ
522452625871355904***,***RT @misnikki72: #FOLLOW MY NEW FOLLOWER.....SHOUT OUT.&gt;&gt;&gt;&gt;&gt;@_RichardMachado
522213722668806145***,***♡♥♥Mi hermanita tan bella que se mira Te amo mi Gorda Hermosa ♥♥♥ http://t.co/nB852oYe88
522170565474680832***,***RT @LousVzla: @_RichardMachado http://t.co/j8ucwlYqse … … … Dejandoleee Nuestro Tema Promocional #UohUoh @KpisOfficial #Lous #CuchoLFantast…
522170506917998592***,***RT @KamaleonMusic: Descargalo ya!!! http://t.co/owiBOgDViZ @Quaypacino @RebaneCatracho @LeRuzLaRose @_RichardMachado @RoockieMusic @lan2rec…
522169865789255680***,***Saludos mi #Gente tenia la cuenta bloqueada ahora ya estoy en comunicacion con toda mi gente bella #activao #LosMenores
494200129763934208***,***RT @CH12HUSTLAMUSIC: @_RichardMachado #NUEVO Dile A El @MckillerOficial  Ft @CH12HUSTLAMUSIC (Prod by.Tozo &amp; Jd …: http://t.co/uh7pcMNQQv  …
493213133922897920***,***RT @KVermello: @_RichardMachado que lindaaa es tu ermanitaa es preciosaa :) &lt;3
493213123554603008***,***@KVermello gracias bendiciones
492867327776796672***,***Mi #PrimeraFoto con mi #Hermanita Preciosa #LaAmoMucho mi #Tierna #Cachetona #Trompuda http://t.co/fQ60PseiHX
492048122122878977***,***#Bienvenida a mi #Familia #Hermanita #TeAmo mi #Tierna #Cachetona http://t.co/iZVUA2LC0y
492047508118728704***,***RT @Ary_Style28: @_RichardMachado muchas gracias por el apoyo broh se le agradece :)
491771875731963905***,***Mi #Gente les recomiendo este #Tema de mi Pana @Ary_Style28 https://t.co/P5tfOodVZu es su primer tema.. Estamos #activo #Brothers
490667214471979009***,***RT @KVermello: @_RichardMachado sige adelante ehh no te rindasss
490667145379196930***,***@KVermello muchas gracias te deseo lo mejor abrazos
488157773818265600***,***RT @KamaleonMusic: @_RichardMachado @Roland_Pandy kool thing bro!!!!
487082091759546368***,***Bueno mi Gente empezare a seguir gente ellos me lo piden y lo hare aunque no me gusta hacer eso pero lo cumplire bendiciones mi gente
487077277004738560***,***RT @CH12HUSTLAMUSIC: @_RichardMachado Escucha: #RESOLVAMOSLOENLACAMA @DanteDamageKlan  Ft. @CH12HUSTLAMUSIC #LCDB https://t.co/jlA3ZmrDyV |…
486344034848608256***,***RT @juanfranciscods: @_RichardMachado Epale hermano!! Diculpa tenia dias sin entrar a Twitter! Saludos!!
486343951067402240***,***@juanfranciscods esta bien mi hermano te entiendo hablemos por dm tengo algo que decirte estamos activo saludos a ti tambien
485636284606840832***,***RT @CarmenBoquin: @_RichardMachado siempre te leo. Espero estes bien. Un fuerte abrazo
485633163860135937***,***@CarmenBoquin yo se que algun dia me respondes y te conocere en persona ojala dios me escuche qe dios te bendiga un beso a distancia cuidese
485631397772529664***,***RT @DOMYHN: Muchas gracias "@_RichardMachado: feliz cumple mi hermano estamos activo dame #follow dios te bendiga pa @DOMYHN"
485608881973133312***,***feliz cumple mi hermano estamos activo dame #follow dios te bendiga pa @DOMYHN
483277247865176064***,***RT @Julissa_Irias: @_RichardMachado muchas gracias!!! Saludos y abrazos :)
482220813702426624***,***RT @Sel_FlacaGomez: @_RichardMachado  ¡¡Si, totalmente  de acuerdoo!! Hay que apoyarlos en las buenas y en las malas.. gracias por responde…
481988414976589824***,***RT @CASTILLO_L06: @_RichardMachado que lindo amen igual para ti mil bendiciones..
481987306132602881***,***RT @Jeyko504Hn: @_RichardMachado Dimelo q la q hay pana bless
479078950640287744***,***RT @MichBertolini: @_RichardMachado Claroo q Dios te bendiga y te acompane siempre
478333850276605952***,***RT @machadooficial: Yo soy papa y mama! Te amo hija Mia you are my life my reason! http://t.co/pkwo4K7VPp
478315162626453505***,***RT @helmervidez: @_RichardMachado saludos
475819217103884290***,***RT @MelinaFerreyra: Quiero pero no debo, y hace que me sienta mal cada vez que quiero y me haga creer que no debo, cuando aun puedo. Querer.
475816633739390977***,***#Descarga Jadiel Forever (@JadielMusic) Intro&amp;Homenaje y Varios Artistas! Links http://t.co/QDWpX5b2u0 http://t.co/O1uaja82KK
475812068923559936***,***Esperenlo pa los fans @JadielMusic #RIP http://t.co/c6PbDIzJwi
475497046263463936***,***RT @kareenwonkaa: @_RichardMachado done✌
475282362851663872***,***RT @MsCappuccino_MM: @_RichardMachado  &lt;--- NOW FOLLOWING!! Go Follow and check out the @Monstafam's hot music for FREE @ http://t.co/C2iSI…
475281505162248192***,***RT @daniviera26: Sigue a =======&gt; «@ImJustinRay @_RichardMachado @charolastra9 @Moandchara @Exposure4All» (via http://t.co/kz8E2e3b9A)
475281108343742464***,***RT @teamlupita885: @_RichardMachado No dejes de oir esto http://t.co/ZuscME1mcx
475281013023584256***,***RT @zurinemateu955: @_RichardMachado Que seria del mundo sin la musica? http://t.co/nIhfBsHmwB
475280993746960384***,***RT @pepiparra975: @_RichardMachado Para quienes tienen buen gusto http://t.co/zf1X8BRkEo
475280930270363648***,***RT @waleska_yami: @_RichardMachado hmanito lo adoroooo muchooo :*
475280764804689921***,***RT @SammuFlow: “@_RichardMachado: @SammuFlow Saludos mi Hermano siempre #Activado Bendiciones” exitos hermano ya activando motores Dios le …
475280542221344769***,***RT @ForeverAlone_M: @_RichardMachado Aee' ;;) Dindo Que Es Eshoo Ombe :$ Tenia Que Ser Igual A La #HermanaMayor ;;) #TEAMODORO #HermanitoBe…
475280451238498304***,***RT @DebbieBertrand: @_RichardMachado @samanthamvh @JamieBertrandR @GricelGuifarro @JennyFerDiez @CesiaMejiaC11 @MARCEGONZALEZO Thaaanks 😊 i…
475280218132054018***,***RT @DjJune19: @_RichardMachado @Jeyko504Hn "MERK MONTES  COLOMBIA PREVIEW) #CARTEL BOYZ" https://t.co/ag8ZN773r2
475280062506606592***,***RT @harp_marie: @_RichardMachado mil bendiciones!!!
475279725707812864***,***RT @theprinceofflow: @_RichardMachado no mi herma !! Saludos
475279214573539328***,***RT @MARCEGONZALEZO: @_RichardMachado Grcs ...salu2
475279170118107136***,***RT @harp_marie: "@_RichardMachado: No la sigo molestando con la foto @harp_marie cuidese mi vida :* besitos ♥.♥ :(" jajaja mi amoooorrr
475278796132978689***,***RT @MelodieM1: @_RichardMachado saludos
475278733960810496***,***RT @Bela12Kim: @_RichardMachado Gracias, tambien sos muy especial... *-*
475277808512409600***,***I love your music I hope to get to know it send you a kiss God bless @CelesteKellogg
475012852302884865***,***RT @robertovrnk: @kamalmusica @elisita08812769 @ericavillalobos @TheMartykMusic @_RichardMachado @VBrightWorld @Mayerlin_Duarte igualmente …
475012655946948608***,***RT @ericavillalobos: @kamalmusica @elisita08812769 @TheMartykMusic @_RichardMachado @robertovrnk @VBrightWorld @Mayerlin_Duarte feliz finde…
473533866108391424***,***RT @johnnylozada: “@_RichardMachado: saludos Johnny siempre los vemos por las mananas en Despierta America bendicione ojala me responda ben…
473260623204478978***,***RT @TailoMusic: @_RichardMachado http://t.co/cRI84b0ykO
473121474127990784***,***RT @JaykoPaMR: Ya tu sabe mielma gracias por el apoyo full a mi musica .. vamos pa ensima @_RichardMachado
473116131033501697***,***Talento que #DIOS me ha dado #Producer #Composer #Dj #Improvisar #TheBest #ElDuro #Beat #Genero #Loveu #Music #God http://t.co/Vse8Km02RO
473104593975799808***,***RT @JLeveron16: @_RichardMachado gracias por tus deseos! De igual manera se te desea lo mejor
472936416033263616***,***Todos a comprar el producto de mi Prima @machadooficial buscalo ya! Para hombres que saben lo qe quieren!yo lo compre http://t.co/IpDG2X6nee
472562400663576576***,***RT @CVillaloboss: “Un abrazoooo✌✌✌@_RichardMachado: Como me gustaria que @CVillaloboss me salude y me siga :( pero nunca lo hace mejor m…
471451743641817089***,***@machadooficial prima yo ya comprare tu perfume tu haces cosas que valen la pena tener besos :*
471145044825489408***,***RT @LipstickFables: @_RichardMachado un fuerte abrazo alerito! 😎
471015471605907456***,***RT @juanfranciscods: @_RichardMachado ok hermano! Te escribo ahorita por dm! Saludos. Un fuerte abrazo.
471013200159203328***,***Mi hermano mandame tus temas @juanfranciscods
470735930597208064***,***RT @FarrukoPR: hasta Cristiano Ronaldo canta mis canciones wooo Real Madrid!! Otro nivel!!
470609936263962624***,***RT @realmadrid: VIDEO - Real Madrid, Campeones de la UEFA Champions League 2014 http://t.co/9Lidp09WdH #ReyesDeEurope #Halamadrid #UCLFinal
470571102763515904***,***RT @SOZIOREAL: @_RichardMachado ahi la tengo brou casi lista va en el mixtape #eldlas
470424179561730049***,***Felicidades mi hermano tu eres unos de los mejores en la musica @eliotelmagodoz tu musica me encanta primo estamos activo #FlowMusic
470393604444549120***,***RT @Nan2elmaestro: @_RichardMachado Cosculluela - Tic Toc (Rip Tempo) version Perreo Prod by Nan2 el Maestro de las Melodias http://t.co/K…
470392815487578112***,***RT @realmadrid: ¡¡CAMPEONES DE LA COPA DE EUROPA!!  #ReyesDeEuropa #UCLFinal #halamadrid http://t.co/GeG4voqRfM
466772462403743745***,***RT @ElimarBoquin: 🎧Dame 7 dias intento regalarte el cielo...by wednesday you'll love me the way it should be💙!!🎶
