670843527815954432***,***No tengo sueno wnn
615386021761544193***,***Callate un rato wna
615383743197523968***,***Quiero ir al gym
615381965483732992***,***fernanda dejame dormir wnnn
615380649076215808***,***@roberto_sndoval no te soporto
615378817729884160***,***@roberto_sndoval no po 😒
615378503345786880***,***Deja de poner xd tambien 😒
615378208062603264***,***@roberto_sndoval  me caes muy pero muy  mal
615377961718558720***,***@roberto_sndoval ENOJONA YO? jamas
615377484117340160***,***@roberto_sndoval  oye roberto sandoval me cai mal😒
615376364238204928***,***Deveria estar dms.enojada con.roberto pero me da risa ISJDKSJJ😒😒😒😒😒😒😒😒😝😒
615374377811636224***,***Blw roberto culiaooo😒😒😒😒
615342550430449665***,***Eh comido muchoo
615333202505396224***,***'me llevaaan" JJJJJJJ que risa plm
615192663671836672***,***Lindo carnet fernanda😂😂😂
615191090480717824***,***Quiero que me entregen mi iphone luegooo😍
615190727119798276***,***O un gatito😍😍
615190420851703808***,***Quiero un labrador😍
615187769518899200***,***Extrano a la sofi 😢
615181370160234496***,***@franisidoraaa JAJJJJJSAJ comi de todo😍
615179472531247104***,***La panchita ayer me dio mucha comida😍😍😍😍
615179083941588992***,***Hoy es dia de cine🎬
615162642089529344***,***@Camilabgp_ x2
614966176532295680***,***Victor yo te amo http://t.co/KgJLAZJYjD
614941882154643456***,***RT @agussselizalde: Perras de mierda
614900888117841920***,***#NoMeGustaQue  me griten👈
614821453452677122***,***RT @DayenuBarra: por que vossss, se nota que no me queres , se nota que ya no hay amor y entonces ya no hay mas que hacer y yo me dedico al…
614660157784621056***,***maldita la sinceridad, maldito ese mes de abriil
614630712189300736***,***RT @SofiaVegaContre: hablamos de algo hoy en el colegio y llegamos al paradero con la china y paso!!JAJAJSJ
614626054435684352***,***@SofiaVegaContre oye pescame malditaaaaaaaaaaaaa :(
614622146678099968***,***RT @catalinabelenpc: #SumaPuntosSi huele bieeeen👏😻👌
614621669018206208***,***quiero sushi,buuuuuuuueno siempre quiero
614616294290288641***,***No mg los xd
614612307855998976***,***tu me dices que no sientes nada y yo se muy bien que yo te gustoo, se te nota por encima de la ropa🎵
614252126752088064***,***RT @isaiortizt: Celoso nivel: ir a los favs
614248853076901889***,***@franisidoraaa @fernandavilesss  GHJJDHDJWHJ FERNANDAAAAAAAAAAAAAA QGHDJDFN
614244602682458112***,***amo a mi maps fena
614243591205031941***,***me decepciono, aprendo, sonrio y continuo..✌
614239677009293314***,***RT @NaaathaliaSaez: Hueon van a volver a dar BKN en el mega😍😍😍😍😍😍
614238270587830272***,***y pq no te matai tu qla
614237157461508096***,***soy pesa y que wea
614236925143183360***,***benitez maldito
614232644377821184***,***yo ocupo face para ver videos nms JHDKJLNL
614225974750773248***,***RT @_JavieraV: me carga la gente que la pillan en las mentiras y sigue mintiendo KJDLFJAKSLDFJLN
614219959334498305***,***chuuuuuuuuuuupaaaaaaaaaalaaaaaaaaa!
614219010645868544***,***roca nos da consejos JQHJA
614217321809321984***,***RT @MarcoWizkhalifa: Modo copa America👣⚽🏆
614201517202141185***,***@_JavieraV JHADSJLKHFJ :*
614201394673909760***,***Si te parece prudente, esta propuesta indecente
614201071502786561***,***Si te invito una copa y me acerco a tu boca,Si te robo un besito, a ver, te enojas conmigo
614199594935844864***,***oh video ql
614198981355270144***,***@_JavieraV  AGJADKHJLYDUJLFK TE AMOO
614198738228236288***,***Nunca me dijiste nada a cerca de tu pasion: Seducir hasta ganarlo y despues... decir adios🎶
614198170285907968***,***eh cantado todo el dia jhjgsjhjdl
614187768818872321***,***que dia mas pajero
614187517848514560***,***lo dejaria todo porque te quedaras mi credo, mi pasado, mi religion
614185476606590977***,***que carga la gente que no saluda wn
614019873094639616***,***RT @SofiaVegaContre: La rocio me pego muchas canciones romanticas y yo de reggaeton jajajsjsj
613911722731114496***,***Eres mi droga, te necesito a todas horas.. 🎤
613885874040913920***,***RT @Echague_21: Jara ql hahha 😂😂😂😂 #VamosChileCTM http://t.co/w2aWprRo5H
613878890524749824***,***RT @lincitto: Casi llore de la emocion, sin exagerar
613877571625816064***,***GOL.CTMMMMM QUE FELICIDAD PLM
613872321179353088***,***Grande bravo👏
613866537745809408***,***y baile como estupida para nada
613853306197291008***,***vamos chile mrddd💪
613853167965618176***,***RT @RaniTolueno: Medel un crack
613835245918507008***,***con la sofia podemos cantar todo el dia sin aburrirnos 😍
613834752504819712***,***La verd..... la verdad es que SI estoy con  otra de hace tiempo no recuerdo exactamente desde cuandoo....🎶🎶🎶👌
613812362718658560***,***Hoy tu te vas conmigoo
613529811970080768***,***Me dio hipo
613528489430532096***,***@fer15_rodriguez yaya
613528086970286080***,***@fer15_rodriguez  el que te sonaste tu JSJSJJS
613527519665487872***,***Tengo mucho sueno💤
613527000075104257***,***Por culpa de la fernanda sone con ese payaso ql
613526764321685504***,***@fer15_rodriguez cositas malas?
613526092893278208***,***me duele la garganta a cagaar
613525455501717504***,***RT @agussselizalde: Dimitri vegas &amp; like mike😍👊
613522585293312001***,***Hace dos dias no encuentro el control  y me da paja buscarlo
613507619202973696***,***@_JavieraV  jajsja yo igual nanita😔😔
613506973234036736***,***@_JavieraV JJHHSJHHAJDHAJ
613504249327185920***,***RT @cami_negra75: Estoy chata de toda esta mierda
613494068895739904***,***Que pajita todo
613493740930531328***,***@fer15_rodriguez JQJSJAJSJS en la foto que subio la tia en face😂😍
613493376164433924***,***RT @JavieraSR15: AY,QUE LINDO,CELOSO Y WS CRISTOBAL😍😍
613490801277050880***,***JAJWJAJSJAJSJW yo lo adoroo😍 http://t.co/mTFBI8FAdM
613489675563597824***,***la fernanda me webio todo el dia no de como la soportooo!😒💕
613484369085382660***,***Que frioooo😔😓
613481957025050624***,***Kevin roldan😍😍😍😍😍😍😍
613481545534447617***,***pucha sofii pescamee!!!😔
613481285680504832***,***Tambien quieres se te notaa🎶
613476446070292480***,***Maraqueta JAJAJAJSJAJSJSJSJAJA que verguenza
613451602876329984***,***JJJJJJJJSJ SIEMPRE DIGO ESOOOO AJSJSJSJDJJ
613451478452334592***,***RT @PiaaCampoos: Deberia existir la teletransportacion.
613443053756514304***,***Que latita 👎
613441284980776961***,***RT @mariaajoseefz: Weon creo tanto en el horoscopo 😂😂
613439359568715776***,***Y saltamos el porton SISJSJS
613436555852673024***,***😍😍😍 http://t.co/hEC9HOdXLS
613435750911213568***,***JJJSAISJSJ QUE RISAAAAA  yo amo a las chiquillas😍😍😍
613435538318721024***,***La sofia se demoro 8 mil horas en pasar el porton wnn
613296953590480896***,***RT @Seba_1609: por la chucha que hace frio
613164483549233152***,***Al urra siempre le pasan weas locas
613161508634279936***,***RT @KEVINROLDAN: Te necesito aqui conmigo.
613133195186434052***,***@fer15_rodriguez bueno😘
613132779761627137***,***Quiero comer mucho sushi 😍
613111278278705153***,***la fernanda me tiene mucha paciencia jijij💕💕
613103330643050496***,***Guatita llena corazon contento  jiji
613102474296168449***,***Tengo friooo
613101238952050688***,***RT @javiiera_saaez: las cosas pasan por algo
613100269140865024***,***Si tu no te enamoras podemos pasar un par de horas..🎶
613099340568117248***,***Que lata saber que la persona que mas querias te decepciona..😔
613098302905667586***,***Amo cantar karaoke con las chiquillas😍
613098113507717120***,***Rocio rodriguez fernandez😘
613093595722158080***,***Que care raja estas wnas JAJAJA que latita😃
612784298375147520***,***Despues de tanto tiempo te vuelvo a encontrar, yo muero por ti no importa lo que digan..🎶
612669480628523008***,***RT @agussselizalde: Y ahora es cuando se viene masacre de pruebas para los del AJC🙇
612648450056953856***,***Tengo mucha penita
612448255566323712***,***Blw benitez ql tiene mu cuello😔
612448145163853825***,***Con la sofi corrimos mas que la mrd
612345798337150976***,***RT @vaaaaaal___: encuentro muy mino a kevin roldan jajajsjsjaj lo dije y keeeee
612084159725600772***,***"Si todo cae por su mismo peso entonces me hare mierda"-Fernanda rodriguez
612081023829049344***,***Jhjdjsjsjwjs que risa
612080430666358784***,***CTM temblo brijido wnn
612077240960942080***,***Quiero que sepas que para mi eres algo mas que un deseo 🎶
612076198034866177***,***RT @taniasolangez: Igual chile hubiera ganado 5-2 a Mexico pero el arbitro peruano ql la jodio
612071156514975744***,***RT @franopzc: CHILE HIZO UN MAR DE GOLES 👌
612070443101650944***,***Grande chile💪
612066142975344640***,***GOOOOOOL CTMMMMMMMMM
612063339791917056***,***RT @PableteSeverson: GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL DE CHIIIIILEEEEE!!! #chi🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱
612062725896863744***,***GOOOOOL MIERDAAAAAA
612057216280039424***,***RT @daaaniherreram: Estoy motivadita
612051604120989696***,***@negrocuevass yo igual negrito😢
612050238073925632***,***GOL CTM BIEN
612048128078938112***,***Linda nariz
612044113962254336***,***RT @PazMane: Vamos chile mrd 💜 #chile2015
612043052304175104***,***Hoy ganamos si o si mrd
612041751876997120***,***GOOOOOOOOOL CTM VARGAS TE AMOOO
612041271562141696***,***VAMOS CHILEEEEE💪👊
612041151865049088***,***Confio en la tia 😢
612040481850179584***,***@fer15_rodriguez matame wn
612038656111575040***,***No fumare mas ctm
612037866500304896***,***RT @_JavieraV: tengo pena
612025681879396352***,***Mira tuuuu
612024395708669952***,***Quedarme con la duda me maaaata wn🔫
612018820975357952***,***Soy tan feliz durmiendo
612013681023545346***,***Soy la historia que nunca contaras ese secreto que por siempre guardaraaas🎶
611989862833627136***,***RT @Twitebrio: 🔵🔵🔵⚪⚪⚪⚪⚪🔵🌟🔵⚪⚪⚪⚪⚪🔵🔵🔵⚪⚪⚪⚪⚪🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴#VAMOSCHILECTMa Ganar la COPA AMERICA!| |
611984739268956160***,***Me enojo muy rapido😒
611966198725627904***,***A mi me dicen que conquistarte es muy dificil
611951854755389440***,***Extrano al benjita😔
611951477628735492***,***RT @carlajaviera__: Yo con esa cara me quedo en mi casa hasta el dia del juicio final
611934819962998784***,***RT @tauro_hn: Cuando #TAURO pone la mente en algo, va a por ello, aunque le cueste la vida
611913514266034176***,***@DaniielBulls jajshs sii
611913223969878016***,***@DaniielBulls es que es muy bueno jsjsb
611912833962496000***,***Pero a ti te llevo siempre en mi recuerdo y agradezco tanto haberte conocido y tu fuiste siempre un verdadero amor
611911110829154304***,***Me duele tantoooi😔😔😔
611709802377555969***,***Quiero sushi
611709624425824257***,***JAJSJSJS que enferma la cami
611709175043911682***,***@eileen_atorres yo te amo a ti😘
611708047627546624***,***😍😍
611705980338970625***,***Que frio wn
611678319906541568***,***Amo al victor JSJSJSHD
611677419456622592***,***UWJDISJSJS CTMMMMM
611677152849825792***,***Que me hace reir la tia plm
611676990144409601***,***'Tu suegra la maraca'  HSJSJJHS amo a la mama  de la fer
611676483208249344***,***JAJAJAJ mira quien habla de caminar chueco, pareces pinguino ridicula de mrd JAJAJA
611675722025930752***,***FERNANDA PARA CTM
611675270978904064***,***Fernanda qla que verguenza wnn
611363800080642048***,***RT @YolandaSultanaH: TAURO: Lo que interesa es que usted sea feliz, que no te importe lo que los demas digan. Deficit en el presupuesto.
611361758893187073***,***@eileen_atorres  maldita hgjhkjl :*
611361193668804608***,***mi dentista me retara mnn :/
611360646836432896***,***@eileen_atorres HGSAJKSKDJHJ es que es tan linda la caga
611360327087820800***,***ire a robarle la cleo a la eileen
611360147714277376***,***quiero un perrito
611360055905136640***,***@eileen_atorres nooooooooooooooooooooo yo mas ctm :*
611359574256435200***,***RT @fr4n_7: Csm, paren con el weon de Vidal por la cresta
611359232852688896***,***@eileen_atorres te adoroooooooooooooooo &lt;3
611358969534222336***,***chao ctm
611356598540365824***,***ojala mnn ir en la tarde
611356102425489408***,***ya filo
611355780185505792***,***bueeeeeeeeeeeeeeeeno sera
611353534232137729***,***jajajjaajajaa
611350860828930048***,***pucha que penita
611350701474758656***,***RT @dani_delajara: Que horrible las minas que pelean a golpes
611349583373946882***,***esta wna se rie pq me robaron el celu GGJHJW que maldita
611336782895050752***,***Yo quiero amanecer contigo, bailar contigo estar contigo, hacerlo en una esquina contigo y sin testigos, darte castigo 🎶
611335627397836800***,***@eileen_atorres bta que te extrano wna :/
611335159175118848***,***@eileen_atorres te necesito para cantar nuestras canciones nanita HGJHJ :(
611334890299240448***,***cuando te sientas sola llamame☎
611334059713789952***,***dale Colombia mrd💪
611333690296266752***,***RT @Echague_21: Bien Colombia dominando a Brasil 💪
611333158060097536***,***Conmigo practicalo vamos intentalo no me importa tu pasado ni con cuantos has estado 🎶 🎼
611332403836096513***,***que pajitaaaaaa
611330876883005440***,***AGHJHKJLLJ que risa lo que me dijo la cami
611330136856764417***,***Te regalo mi cintura y mis labios para cuando quieras besar aaa...
611327550489559040***,***denante me saque la chucha ghjdklk
611327280497995777***,***@eileen_atorres tu belleza:* jshkdjlkn
611326179354759168***,***extrano a la eileen  que me webee shgjdhjlk :(
611323995368124416***,***wiiiii mi compu esta listo jijij
611323362695073792***,***@fer15_rodriguez y en que le voy a copiar? JJSHSHS
611318116883300352***,***QUIERO CHOCOLAAATEEEEE😒
611316605373521920***,***RT @UrbinaYassna: Quiero sushi.
611316401815592961***,***Hace 8 mil anos no hablaba con la camiii💁
611310133692510210***,***Necesito a la eileen para cantar esta cancion jajjhsjs😔😔😔
611307409278148608***,***Mnn si o si tengo que ir al dentista jajjjj
611307109184094208***,***Me duele la cabezaaaa wn😒
611306979055808512***,***Jajj me salio sangre de la nariz  jsjs
611305623939121152***,***RT @_JavieraV: me carga que digan que en las mujeres se ve feo decir groserias o tomar o fumar, la wea machista 😰😓
611226047892336640***,***RT @vanroeh: Todos hemos tenido depre post copete, no hueveen ✋🏻
611221200702935040***,***Si te dejarias te transportariaa
611219939861598208***,***Me enoje ctm
611218104673288192***,***Where are U now
611217804067520514***,***Que pajita tengo que ir al dentista 😏
611217007560814594***,***Chupala ctm
611216018191613953***,***Nada como tu me hace volaaar
611214187776356352***,***Y es que me gustas tu solamente tu, tu actitud
610995746003927041***,***Que lindoooo😍😍
610992646308368385***,***RT @Maribolika: Arturo Walker
610677448125059072***,***Que es buena esta peli wnnn
610656555336368128***,***Vere una peli🎬
610650032069570562***,***RT @yesseniazumelzo: GRANDE NADA QUE DECIR! http://t.co/J11TnRbI6W
610649246535172098***,***@SofiaVegaContre te hago tallarines USJSJSHS
610631250852859905***,***@bcnegro11 IAJSJSHSHS no nanito ajsjsjs
610628985333096449***,***ya andan webiando en plaza italia jajsnn
610628475586744321***,***RT @bcnegro11: Que rabia hueon era partido ganado, por momentos la defensa lenta plch
610628378035658752***,***grite todo el partido JSJSJS
610628284792053761***,***@bcnegro11 JSJSJHSJSJJ SI MRD💪💪💪👊
610627692506030080***,***@bcnegro11 AJJJAH nanito tengo mucha rabia plm😠
610627135183659008***,***Pucha😭
610625998770565120***,***Hubieramos ganado wn
610624436203573249***,***que rabia weon
610621902684614656***,***Vamos por bolivia mrd
610621296569921536***,***RT @amandalkjl: que lindooooo medel💜👌
610620700412510209***,***Maten al arbitro
610620080041369600***,***Malo el partido culiao
610619693485961217***,***BUTA MEXICANOS CULIAOS
610619062545174528***,***RT @omemichile: Arbitro culiao come palomas
610618859758989312***,***YAPO WNNNN
610618670813941760***,***Nos fuimos a la b ctm
610618328298717186***,***Hubiera entrado pizarro
610618075839361024***,***RT @Lalosk21: Te vay a tirarte sapo culiao' 🔪🔪🔪🔪🔪🔫🔫🔫🔫 #CHIvsMEX http://t.co/lw5ZuptP6P
610617976346288128***,***RT @ivaennanita: Asi estoy. http://t.co/NAo8u7mLqO
610617915839262722***,***Estaba ahi wn
610617225167400960***,***RT @_YetitaCata: iriamos 5-3 wn
610616863060557825***,***wn el arbitro esta cobrando puras weas
610616503638073344***,***RT @EnciclopediaCL: ARBITRO HIJO DE LA PERRA
610616368438898688***,***OYE NO CTMMM ERA GOL
610615963013263360***,***callate mexicano ql
610615622670680064***,***Solo un gol mrd
610615528290435072***,***Estamos mal wn
610614775219929088***,***YAPO MRD HAGAN UN GOL
610614620420747264***,***ERA GOL CTM
610614144363044864***,***esto me tiene muy nerviosa plc
610614014775791616***,***BUTA LA WEAAAA😠
610613463606534144***,***RT @EnciclopediaCL: POR LA CHUCHA...
610613091697598464***,***mexicanos y la ctm
610612740734984192***,***Pucha pense que era gol y grite mas que la chucha JSJSHS
610612112801570816***,***RT @ActualFutbol: #ElDobleDeSampaoli grita el gol de #Chile como loco en la tribuna. #Chile2015 https://t.co/82Vio0miYV
610611559593832448***,***Un gol mas porfaaaa
610610788240367616***,***RT @vaaaaaal___: GOLAZO CTMMMM, VIDAL CADA VEZ TE AMO MAS
610610713493643264***,***que felicidad por la chucha
610610199062257665***,***BIEN CTM GOOOOOOL
610610023404843008***,***penal mrdddd
610608714857496576***,***DALE CHILEEEEE!💪
610603114102702080***,***RT @pinmontane: Vamos CTM!!!! #CopaAmerciaChile2015
610602333425266688***,***GOOOOOOOOOL CTMMMMMMM🎉
610599939278815233***,***Vargas😍😍😍
610599081782718466***,***blw los paos qls
610598017486454784***,***RT @caaatalinaa: ESE SI ES GOL MEXICANOS CULIAOS
610597200666697728***,***GOLAZOOOOOO CTM
610590593354452992***,***VAMOS CHILE MRD💪
610590322805112832***,***y no me digas que no tengo que olvidarte, no y no me digas que podemos ser amigos que yo prefiero morirme de friooo... 🎶
610555187921555456***,***Tu descontrolas mis sentidos, solo quiero estar contigo🎵
610530243955326976***,***RT @fraaanisidoraa: conmigo practicalo, vamos intentalo no me importa tu pasado ni con cuantas haz estado
610262531656036352***,***Lo que facil llega, facil se va👏
610236385400909824***,***@_cbjvlc__ JSJDISJSJS LINDA CARA SISJSJSJSJ
610236064666656768***,***@_cbjvlc__  JSHSJSH Que linda
610234154253447168***,***Entiende que aunque pida que te vayas, no quiero perderte.
610231221822619648***,***@fer15_rodriguez HSHSJEHS TE AMOO 😘😘😍
610225983388581888***,***Te necesito aqui conmigo, solo quiero estar contigo🎵
610223284836257792***,***RT @horoscoponegro: #TAURO: puedes tener muchos defectos pero tu resistencia es tu mejor virtud, de verdad a veces, aguantas lo inaguantabl…
610162400722067457***,***Anoche con la eileen cantamos todas las canciones hasta las que no conociamos😂
610146212361191424***,***La Verdad, es que si estoy con otra de hace tiempo🎶
610143806164439041***,***la sofia me pega sus canciones😏
610131276587233280***,***Weas que solo me pasan a mi plm
610121096176750592***,***"Le cortare los ojos y la cara" JJSHSJ😂
610101758451429376***,***Me da asco el vodka😒
610073230326558720***,***RT @tauro_hn: #TAURO siempre preferira las conexiones fuertes con las personas que conocer a alguien un dia para olvidarse al siguiente, no…
609837980463853568***,***RT @vaaaaaal___: esto no estaba en nuestros planes
609832517726830594***,***Me cae tan mal esta wna
609812847363780608***,***RT @_JavieraV: no, no soy perfecto pero si sincero👌🏼👌🏼
609805823754285056***,***Mis cambios de humor son impresionantes wn😒
609800007512903680***,***Aveces ni yo misma me entiendo😓
609798624055267328***,***RT @tauro_hn: #TAURO: tienes unos celos asesinos, aunque no los saques siempre y un resentimiento hacia los que intentan ponerte asi...que …
609596177533784064***,***@fraaanisidoraa yo creo y tuuu?
609595715417935873***,***Quiero un vinito wnn
609595230912966656***,***RT @damnbxtch_: Lo inesperado sale mejor
609592178072002560***,***No puedo evitar ser celosa😔
609591347293646848***,***En tan poco tiempo pasaron tantas cosas
609589173834641408***,***Todo me da igual ultimamente
609588099069444096***,***RT @damnbxtch_: Extrano hablar con ciertas personas
609564506201661440***,***las amo😘😍 http://t.co/yRMHWyVVZk
609561115345965056***,***@fer15_rodriguez  no.
609559481626820608***,***JDHDJSHSHH y pq panchita
609556206127071232***,***Ah ctm me enoje
609556104767516673***,***Fernanda chupala
609554903611129856***,***@fer15_rodriguez igual te amo flaquita linda
609554638073921536***,***@fer15_rodriguez queri que empieze a subir fotos ctm
609554261777756160***,***@fer15_rodriguez @eileen_atorres JSJSJSJSHS TE AMOOOO
609554048547717120***,***@fer15_rodriguez @eileen_atorres te amo mas flaquita linda
609553693130797057***,***@fer15_rodriguez  JSJSJSHS A TI pero ahora cache y no era asi
609553299709263872***,***Pq no sigo a la fernanda wn O.o
609537720029970432***,***@carito_andrea16 Te extrano muchooo😢💕
609536943462948865***,***@fraaanisidoraa y pq HWHEJEHEJJ
609527570518966272***,***No se pq a la panchita le preguntaba todo WJJJHHS
609507769792757761***,***Sobran las ganas...faltan las ocasiones
609488095587778560***,***Quiero sushi ahora ya😔
609485558495248384***,***RT @tauro_hn: #TAURO: si rompen tu confianza lo mejor y mas rapido es que lo asuman cuanto antes: nada volvera a ser lo mismo contigo
609481403529580544***,***Que pajita todo
609480964998303746***,***Que frio hace wnn⛄
609474663346008064***,***Hoy tu te vas conmigo aunque nadie nos veaa
609400906157850624***,***😒😒😒
609400420809732097***,***@_JavieraV VJEHDHHHSHSBS malditas  😂😂😂
609399921268117504***,***RT @_JavieraV: las cosas no suceden porque siiii
609179011382689792***,***Que frioooo
609174958258962432***,***Todavia tengo sueno 😂
609172480771624960***,***RT @horoscoponegro: #TAURO: puedes parecer tranquil@, que nada te afecta, que nada te duele...pero no...en el momento en que embistes, nadi…
609171609790849024***,***IHHHH NOOOO
609170627887505409***,***RT @vaaaaaal___: con Alexis no negro ql
609169427477757952***,***VARGAAAAAS😍😍😍😍😍😍
609169304173588480***,***gooooooooooool mrd
609165712687546368***,***la weaaaaa
609165001669144577***,***GOOOOOOOOL CTMMMN #CopaAmericaChile2015
609164832676384768***,***Penaaaaaal ctmmmmmmm
609163509843263488***,***Blw hagan un gol ctm #CopaAmericaChile2015
609135611820306432***,***Bta vidal
609128654573076480***,***Dormi toda la tarde wn
609063847324999680***,***RT @HoroscopoViral: #TAURO puede llegar a ser muy fuerte, pero las cosas le duelen, y quizas mas que al resto asi que, cuida tus palabras o…
609036510151720961***,***Mi cabezaaaa😢😢
608783435138772992***,***Que frio wn
608691295570292736***,***Que leeeeeendo
608679558951391233***,***Pucha mama contestame
608673631657431040***,***@_JavieraV 😔😔😔 ❤❤
608667180352327683***,***Villablanca te extrano
608666367659765761***,***Soy muy mala mintiendo😒
608666210591477761***,***quiero tomar🍺
608665265275043840***,***El otro dia me intente hacer el gato y termine manchandome todo el ojo HSJSHS
608651786501652480***,***RT @MorissRoom: Me pongo de mal animo cuando tengo sueno.
608447667514040320***,***Que friooo haceeee⛄
608302263614992384***,***tu a mi me encantas pero cuando sales solaa🎶
608115479769661440***,***@_fvillablanca HSJDJSSJJSJJJSHS nono
608114776317771776***,***Pero que lindos tus calzones tanza dnd los compraste
608113196239622144***,***Y elimino la wea
608109779475697665***,***RT @catalinabelenpc: Ese es el punto que todos opinan sin saber por que nos tomamos la wea ps y tampoco sabbran por que no estudian ahi, pr…
608108516415557633***,***Medio rosario que puso el aweonao
608106925419593728***,***@fraaanisidoraa USHSJDHSHS parece que lo es😂😂😂
608106714559344640***,***@fraaanisidoraa si wn jsjdjdj matenlo
608106325655068674***,***Que penoso el wn que comenta los "XDDD"
608105133147365377***,***Que aaaaaasco tio
608104550285864960***,***@fraaanisidoraa que ridiculos😂
608101943655940096***,***@eileen_atorres @fer15_rodriguez QUE RISA SUDJSJNSSJJSKDJSJDNSJS😂😂😂😂
608101774449328128***,***@fer15_rodriguez USHDJDH pero fernanda😂
608092429401649152***,***Que miedo.... JAJAJA
608088037893865472***,***@eileen_atorres  callate maldita y hablame
608087587186720768***,***Que anda publicando la lindos calzones
608087091550023680***,***matate tanza wn
608086653006159874***,***Que ridicula esta mina wn matenla
608040105979355136***,***Tengo tanto ofri
608039868887891970***,***Que oooooondaaaa
608039021676240896***,***Pq esta nina me etiqueta en ese video culiao
608023460242198529***,***RT @SoloReflexiones: "Ojala durmiendo se arreglaran los problemas."
608017042239811584***,***Ando con toda la wea
607898944853688320***,***RT @SofiaVegaContre: Una senorita no rcda el lugar de los sucesos, mala tuya si te enamoraste con un besoo😗
607727853447323648***,***RT @roberto_sndoval: Me ire a la mrdaa 😩😩
607671836877430785***,***RT @staaark0: Lo inesperado es lo mejor que te puede pasar.
607666332587421698***,***Que risa lo que dijo el seba😂😂😂
607664829348909056***,***🐱💕 http://t.co/wV2wX8veLY
607661977071153152***,***@fer15_rodriguez  UUEHSUSHSHSHA😂😂
607660283071447040***,***Que verguenzaaaaa😏
607639111353122816***,***Mucho frioo⛄
607396409965486080***,***ya sabras la situacion aqui todo esta peor, pero al menos aun respiro
607390615219937281***,***RT @monsalveg97: me gusta la humildad y sencillez de algunas personas😌
607387071850905600***,***The hummmmm
607386203814563840***,***Y entre palabras y caricias y miradas infinitas yo voy a estar
607384566282784768***,***de lejoos nms
607366095931064320***,***😔😔😔
607267246507991040***,***Lunita linda😍🐺
607260419233861633***,***RT @IsMyLolo: Modo #ChampionsLeagueFinal
607260305471733760***,***Soy muy lenteja para comer
607257324709900288***,***Nunca mas dejo que la cami me maquille
607022417807085568***,***RT @ifyouloveddme: Quiero comer sushi hasta morir :(
607015917168562177***,***RT @HoroscopoViral: #TAURO: podras equivocarte una vez. Pero nunca dos. Aunque a veces no lo parezca, sabes y recuerdas cada fallo que come…
607013284357767169***,***Ah chao
607012746601897984***,***RT @MimixD1: #FrasesDeBorracho-Estas en pedo?-Quien yo? no para nada...*intenta disimular* http://t.co/aXR8h7SGPR
607012172418433024***,***Que estupidas😒
607011824014360576***,***RT @Cami_Delapuente: No vuelvo a tomar mas 😂😂 #FrasesDeBorracho
607010036070682624***,***Blw no llores pu😢
607009315321483264***,***@fer15_rodriguez  yaaaa😍😍
607009004389330945***,***@fer15_rodriguez  la extrano mucho
607008733005279232***,***Quiero chanchiar y ver peliculas con la fer
607008314615066624***,***JAJSJAHSJWBDJWH  rayos
607007740783935488***,***@eileen_atorres @fer15_rodriguez @fraaanisidoraa  tu eres diva😘
607007039882203136***,***@fraaanisidoraa @eileen_atorres @fer15_rodriguez JSJDJDBSJSH siiii
607005729908748288***,***Que penita😢
607004301383372800***,***@SofiaVegaContre   yaya jiji
607004185041739776***,***@SofiaVegaContre dime pu😒 como wna preguntando JSHSJSHSH
607003815653588992***,***Todavia no se que palabra culia vaa sofiaa😨
607003579392643072***,***@SofiaVegaContre si wn osea😂😂😂
607003240044097536***,***Yo celosa? PFFF cuando😏
607002465704243200***,***0 animooooo😒
607002273672216576***,***No tengo ganas de hacer nada
607001219245187072***,***No😠
607000366090211328***,***😠😠
606986386886029312***,***Quiero chocolateeeeeee
606986109856432128***,***Hare una mini pizza
606968417090969600***,***Quiero  sushi 😔
606879060875218947***,***RT @weonafilo: No puedo disimular cuando alguien me cae como la callampa.
606875786390474752***,***RT @PedroEngelDice: #Tauro El finde pasado volvio a las pistas, este finde debe pegarse el show para que no la vuelvan a olvidar. Ropita li…
606626357402038272***,***Me iria a santiago
606623072830017536***,***Que rabia wn
606607237138817025***,***Que paja
606606351498932224***,***@matiaaaaas_DR Feliz cumpleanooooos farru🎉🎉🎁 que lo pases de maravillaaaaaa💁 disfruta al max
606603415892951040***,***Pucha se me cayo la pelotita del piercing😢
606471733256810496***,***RT @monsalveg97: no me gusta que prometan algo y despues se olviden
606272584234205184***,***La fer me agarro a chuchas pq le habia  pegado a la pared😒
606271323468365824***,***@fer15_rodriguez que te pasa yo no soy loca
606269661102129152***,***@fer15_rodriguez  JHHDJSHSJS que enferma eres por la chucha
606269300589109248***,***@fer15_rodriguez me sobran las ganas de pegarte
606269171693953024***,***Que tengo frio por la chuchaaa
606267899813236736***,***Tsho que onda la mina o.o
606267498246324224***,***Una vez me quede dormida en un bus y cuando desperte no sabia dnd mrd estaba😂
606197783750688768***,***RT @bcnegro11: Si se dice la vdd todo es mjr
605904717911236611***,***Mg bailar con la cami😂
